N,Function,Measurement_ms
256,cuBLAS,0.022061
256,cuBLAS,0.022051
256,cuBLAS,0.022332
256,cuBLAS,0.021941
256,cuBLAS,0.02183
256,cuBLAS,0.021831
256,cuBLAS,0.021881
256,cuBLAS,0.021751
256,cuBLAS,0.021951
256,cuBLAS,0.021921
256,cuBLAS,0.021821
256,cuBLAS,0.021791
256,cuBLAS,0.022031
256,cuBLAS,0.022342
256,cuBLAS,0.02181
256,cuBLAS,0.021881
256,cuBLAS,0.021841
256,cuBLAS,0.021891
256,cuBLAS,0.021621
256,cuBLAS,0.021991
256,cuBLAS,0.022052
256,cuBLAS,0.021971
256,cuBLAS,0.021631
256,cuBLAS,0.021751
256,cuBLAS,0.02161
256,cuBLAS,0.022071
256,cuBLAS,0.021711
256,cuBLAS,0.021981
256,cuBLAS,0.021961
256,cuBLAS,0.022121
256,cuBLAS,0.022872
256,cuBLAS,0.023043
256,cuBLAS,0.022913
256,cuBLAS,0.022883
256,cuBLAS,0.023023
256,cuBLAS,0.023143
256,cuBLAS,0.023054
256,cuBLAS,0.023093
256,cuBLAS,0.023073
256,cuBLAS,0.022863
256,cuBLAS,0.022903
256,cuBLAS,0.022993
256,cuBLAS,0.022112
256,cuBLAS,0.021641
256,cuBLAS,0.022031
256,cuBLAS,0.021921
256,cuBLAS,0.021911
256,cuBLAS,0.021771
256,cuBLAS,0.022132
256,cuBLAS,0.021921
256,cuBLAS,0.021651
256,cuBLAS,0.022061
256,cuBLAS,0.021901
256,cuBLAS,0.022333
256,cuBLAS,0.02173
256,cuBLAS,0.02167
256,cuBLAS,0.021981
256,cuBLAS,0.022091
256,cuBLAS,0.021871
256,cuBLAS,0.02175
256,cuBLAS,0.022121
256,cuBLAS,0.022042
256,cuBLAS,0.021911
256,cuBLAS,0.021661
256,cuBLAS,0.022292
256,cuBLAS,0.021911
256,cuBLAS,0.021731
256,cuBLAS,0.022011
256,cuBLAS,0.021881
256,cuBLAS,0.021891
256,cuBLAS,0.021671
256,cuBLAS,0.021741
256,cuBLAS,0.021891
256,cuBLAS,0.021881
256,cuBLAS,0.021601
256,cuBLAS,0.021631
256,cuBLAS,0.02168
256,cuBLAS,0.021791
256,cuBLAS,0.02191
256,cuBLAS,0.021741
256,cuBLAS,0.022011
256,cuBLAS,0.022161
256,cuBLAS,0.021931
256,cuBLAS,0.021861
256,cuBLAS,0.021931
256,cuBLAS,0.021821
256,cuBLAS,0.021981
256,cuBLAS,0.02175
256,cuBLAS,0.02185
256,cuBLAS,0.021861
256,cuBLAS,0.022051
256,cuBLAS,0.021641
256,cuBLAS,0.021821
256,cuBLAS,0.021821
256,cuBLAS,0.021871
256,cuBLAS,0.022442
256,cuBLAS,0.024175
256,cuBLAS,0.024176
256,cuBLAS,0.022843
256,cuBLAS,0.021971
256,cuBLAS,0.021971
256,cuBLAS,0.022062
256,cuBLAS,0.022071
256,cuBLAS,0.021931
256,cuBLAS,0.021861
256,cuBLAS,0.022061
256,cuBLAS,0.021841
256,cuBLAS,0.021821
256,cuBLAS,0.021971
256,cuBLAS,0.022012
256,cuBLAS,0.02168
256,cuBLAS,0.021971
256,cuBLAS,0.022312
256,cuBLAS,0.022051
256,cuBLAS,0.022281
256,cuBLAS,0.021781
256,cuBLAS,0.022131
256,cuBLAS,0.021741
256,cuBLAS,0.02152
256,cuBLAS,0.021781
256,cuBLAS,0.02158
256,cuBLAS,0.02183
256,cuBLAS,0.021681
256,cuBLAS,0.021601
256,cuBLAS,0.021791
256,cuBLAS,0.021831
256,cuBLAS,0.021631
256,cuBLAS,0.021741
256,cuBLAS,0.021951
256,cuBLAS,0.022192
256,cuBLAS,0.021821
256,cuBLAS,0.021671
256,cuBLAS,0.021811
256,cuBLAS,0.021841
256,cuBLAS,0.021761
256,cuBLAS,0.021921
256,cuBLAS,0.022021
256,cuBLAS,0.021801
256,cuBLAS,0.022122
256,cuBLAS,0.02161
256,cuBLAS,0.021991
256,cuBLAS,0.021821
256,cuBLAS,0.021811
256,cuBLAS,0.021831
256,cuBLAS,0.022052
256,cuBLAS,0.022212
256,cuBLAS,0.021721
256,cuBLAS,0.021902
256,cuBLAS,0.021901
256,cuBLAS,0.021871
256,cuBLAS,0.021821
256,cuBLAS,0.021991
256,cuBLAS,0.021801
256,cuBLAS,0.021931
256,cuBLAS,0.021981
256,cuBLAS,0.021791
256,cuBLAS,0.021831
256,cuBLAS,0.021781
256,cuBLAS,0.02179
256,cuBLAS,0.02181
256,cuBLAS,0.021981
256,cuBLAS,0.022252
256,cuBLAS,0.021991
256,cuBLAS,0.02174
256,cuBLAS,0.021972
256,cuBLAS,0.022261
256,cuBLAS,0.022672
256,cuBLAS,0.023073
256,cuBLAS,0.023113
256,cuBLAS,0.022932
256,cuBLAS,0.023193
256,cuBLAS,0.022903
256,cuBLAS,0.023013
256,cuBLAS,0.023204
256,cuBLAS,0.022853
256,cuBLAS,0.022432
256,cuBLAS,0.021751
256,cuBLAS,0.021561
256,cuBLAS,0.021701
256,cuBLAS,0.021831
256,cuBLAS,0.021971
256,cuBLAS,0.021741
256,cuBLAS,0.021621
256,cuBLAS,0.021781
256,cuBLAS,0.022051
256,cuBLAS,0.021912
256,cuBLAS,0.02162
256,cuBLAS,0.021982
256,cuBLAS,0.022231
256,cuBLAS,0.021781
256,cuBLAS,0.022071
256,cuBLAS,0.021621
256,cuBLAS,0.021821
256,cuBLAS,0.022032
256,cuBLAS,0.02164
256,cuBLAS,0.02186
256,cuBLAS,0.021801
256,cuBLAS,0.021851
256,cuBLAS,0.0217
256,cuBLAS,0.02159
256,cuBLAS,0.021912
256,cuBLAS,0.021891
256,cuBLAS,0.021801
256,cuBLAS,0.0216
256,cuBLAS,0.02181
256,cuBLAS,0.021851
256,cuBLAS,0.021811
256,cuBLAS,0.021831
256,cuBLAS,0.022001
256,cuBLAS,0.021951
256,cuBLAS,0.022442
256,cuBLAS,0.023384
256,cuBLAS,0.022883
256,cuBLAS,0.023303
256,cuBLAS,0.023073
256,cuBLAS,0.022913
256,cuBLAS,0.023083
256,cuBLAS,0.023083
256,cuBLAS,0.022783
256,cuBLAS,0.023073
256,cuBLAS,0.023114
256,cuBLAS,0.023163
256,cuBLAS,0.022783
256,cuBLAS,0.021711
256,cuBLAS,0.022101
256,cuBLAS,0.021951
256,cuBLAS,0.02177
256,cuBLAS,0.021651
256,cuBLAS,0.022032
256,cuBLAS,0.021821
256,cuBLAS,0.021611
256,cuBLAS,0.02178
256,cuBLAS,0.021911
256,cuBLAS,0.022001
256,cuBLAS,0.02148
256,cuBLAS,0.021991
256,cuBLAS,0.021651
256,cuBLAS,0.022072
256,cuBLAS,0.021841
256,cuBLAS,0.02162
256,cuBLAS,0.021982
256,cuBLAS,0.022051
256,cuBLAS,0.021691
256,cuBLAS,0.021911
256,cuBLAS,0.02177
256,cuBLAS,0.022101
256,cuBLAS,0.021821
256,cuBLAS,0.021831
256,cuBLAS,0.021922
256,cuBLAS,0.022061
256,cuBLAS,0.021741
256,cuBLAS,0.021781
256,cuBLAS,0.021961
256,cuBLAS,0.02187
256,cuBLAS,0.021761
256,cuBLAS,0.022031
256,cuBLAS,0.022032
256,cuBLAS,0.021851
256,cuBLAS,0.021911
256,cuBLAS,0.021941
256,cuBLAS,0.02191
256,cuBLAS,0.022181
256,cuBLAS,0.022001
256,cuBLAS,0.022041
256,cuBLAS,0.022001
256,cuBLAS,0.021881
256,cuBLAS,0.021721
256,cuBLAS,0.021861
256,cuBLAS,0.021871
256,cuBLAS,0.022102
256,cuBLAS,0.021841
256,cuBLAS,0.021861
256,cuBLAS,0.022022
256,cuBLAS,0.021971
256,cuBLAS,0.021711
256,cuBLAS,0.021881
256,cuBLAS,0.021962
256,cuBLAS,0.021941
256,cuBLAS,0.021721
256,cuBLAS,0.022191
256,cuBLAS,0.022151
256,cuBLAS,0.021952
256,cuBLAS,0.022442
256,cuBLAS,0.022181
256,cuBLAS,0.022823
256,cuBLAS,0.022271
256,cuBLAS,0.021721
256,cuBLAS,0.02172
256,cuBLAS,0.022483
256,cuBLAS,0.023273
256,cuBLAS,0.023414
256,cuBLAS,0.022813
256,cuBLAS,0.023193
256,cuBLAS,0.023644
256,cuBLAS,0.023184
256,cuBLAS,0.022732
256,cuBLAS,0.023804
256,cuBLAS,0.023103
256,cuBLAS,0.023284
256,cuBLAS,0.023374
256,cuBLAS,0.021971
256,cuBLAS,0.022271
256,cuBLAS,0.022041
256,cuBLAS,0.02131
256,cuBLAS,0.022001
256,cuBLAS,0.02164
256,cuBLAS,0.02132
256,cuBLAS,0.022281
256,cuBLAS,0.021741
256,cuBLAS,0.022272
256,cuBLAS,0.021591
256,cuBLAS,0.021751
256,cuBLAS,0.022452
256,cuBLAS,0.021982
256,cuBLAS,0.022041
256,cuBLAS,0.022101
256,cuBLAS,0.022001
256,cuBLAS,0.022072
256,cuBLAS,0.022422
256,cuBLAS,0.022152
256,cuBLAS,0.021159
256,cuBLAS,0.02132
256,cuBLAS,0.021991
256,cuBLAS,0.021591
256,cuBLAS,0.021921
256,cuBLAS,0.021911
256,cuBLAS,0.02169
256,cuBLAS,0.021701
256,cuBLAS,0.021821
256,cuBLAS,0.02149
256,cuBLAS,0.02158
256,cuBLAS,0.021992
256,cuBLAS,0.022071
256,cuBLAS,0.021621
256,cuBLAS,0.021961
256,cuBLAS,0.02171
256,cuBLAS,0.022002
256,cuBLAS,0.021871
256,cuBLAS,0.021851
256,cuBLAS,0.022032
256,cuBLAS,0.022051
256,cuBLAS,0.021821
256,cuBLAS,0.021811
256,cuBLAS,0.022292
256,cuBLAS,0.021981
256,cuBLAS,0.021921
256,cuBLAS,0.022392
256,cuBLAS,0.023054
256,cuBLAS,0.023173
256,cuBLAS,0.023114
256,cuBLAS,0.022893
256,cuBLAS,0.022943
256,cuBLAS,0.022974
256,cuBLAS,0.023173
256,cuBLAS,0.022822
256,cuBLAS,0.022642
256,cuBLAS,0.022252
256,cuBLAS,0.022082
256,cuBLAS,0.021881
256,cuBLAS,0.021801
256,cuBLAS,0.021961
256,cuBLAS,0.021881
256,cuBLAS,0.021771
256,cuBLAS,0.021901
256,cuBLAS,0.02166
256,cuBLAS,0.022091
256,cuBLAS,0.021931
256,cuBLAS,0.02163
256,cuBLAS,0.022022
256,cuBLAS,0.021951
256,cuBLAS,0.021981
256,cuBLAS,0.021761
256,cuBLAS,0.02199
256,cuBLAS,0.022021
256,cuBLAS,0.021691
256,cuBLAS,0.021701
256,cuBLAS,0.022011
256,cuBLAS,0.021681
256,cuBLAS,0.022022
256,cuBLAS,0.02172
256,cuBLAS,0.021901
256,cuBLAS,0.021961
256,cuBLAS,0.021791
256,cuBLAS,0.022042
256,cuBLAS,0.021981
256,cuBLAS,0.021961
256,cuBLAS,0.021931
256,cuBLAS,0.021771
256,cuBLAS,0.021921
256,cuBLAS,0.022152
256,cuBLAS,0.021971
256,cuBLAS,0.023013
256,cuBLAS,0.022913
256,cuBLAS,0.022973
256,cuBLAS,0.023003
256,cuBLAS,0.022983
256,cuBLAS,0.023223
256,cuBLAS,0.022993
256,cuBLAS,0.023003
256,cuBLAS,0.022923
256,cuBLAS,0.022993
256,cuBLAS,0.023043
256,cuBLAS,0.022903
256,cuBLAS,0.02161
256,cuBLAS,0.021851
256,cuBLAS,0.021992
256,cuBLAS,0.021631
256,cuBLAS,0.02173
256,cuBLAS,0.022051
256,cuBLAS,0.021971
256,cuBLAS,0.02167
256,cuBLAS,0.021641
256,cuBLAS,0.021941
256,cuBLAS,0.022051
256,cuBLAS,0.021621
256,cuBLAS,0.021751
256,cuBLAS,0.021891
256,cuBLAS,0.021861
256,cuBLAS,0.02164
256,cuBLAS,0.02157
256,cuBLAS,0.021851
256,cuBLAS,0.021852
256,cuBLAS,0.02161
256,cuBLAS,0.021851
256,cuBLAS,0.021921
256,cuBLAS,0.022071
256,cuBLAS,0.021611
256,cuBLAS,0.021801
256,cuBLAS,0.022002
256,cuBLAS,0.021831
256,cuBLAS,0.021781
256,cuBLAS,0.02165
256,cuBLAS,0.021911
256,cuBLAS,0.021991
256,cuBLAS,0.021691
256,cuBLAS,0.021801
256,cuBLAS,0.021711
256,cuBLAS,0.02162
256,cuBLAS,0.022091
256,cuBLAS,0.022162
256,cuBLAS,0.021831
256,cuBLAS,0.022292
256,cuBLAS,0.022883
256,cuBLAS,0.021821
256,cuBLAS,0.02191
256,cuBLAS,0.022021
256,cuBLAS,0.021811
256,cuBLAS,0.021761
256,cuBLAS,0.021931
256,cuBLAS,0.021872
256,cuBLAS,0.021981
256,cuBLAS,0.021711
256,cuBLAS,0.021971
256,cuBLAS,0.021881
256,cuBLAS,0.02171
256,cuBLAS,0.021861
256,cuBLAS,0.02179
256,cuBLAS,0.021851
256,cuBLAS,0.021591
256,cuBLAS,0.021801
256,cuBLAS,0.021961
256,cuBLAS,0.022121
256,cuBLAS,0.021941
256,cuBLAS,0.021991
256,cuBLAS,0.022031
256,cuBLAS,0.021921
256,cuBLAS,0.021931
256,cuBLAS,0.021751
256,cuBLAS,0.021981
256,cuBLAS,0.023063
256,cuBLAS,0.023203
256,cuBLAS,0.022973
256,cuBLAS,0.023033
256,cuBLAS,0.022843
256,cuBLAS,0.022923
256,cuBLAS,0.022913
256,cuBLAS,0.023234
256,cuBLAS,0.023134
256,cuBLAS,0.023013
256,cuBLAS,0.022863
256,cuBLAS,0.022001
256,cuBLAS,0.021661
256,cuBLAS,0.02181
256,cuBLAS,0.021461
256,cuBLAS,0.021971
256,cuBLAS,0.021891
256,cuBLAS,0.02181
256,cuBLAS,0.02183
256,cuBLAS,0.021931
256,cuBLAS,0.021921
256,cuBLAS,0.021831
256,cuBLAS,0.021801
256,cuBLAS,0.022022
256,cuBLAS,0.021741
256,cuBLAS,0.02165
256,cuBLAS,0.021951
256,cuBLAS,0.022362
256,cuBLAS,0.021761
256,cuBLAS,0.021851
256,cuBLAS,0.022112
256,cuBLAS,0.023123
256,cuBLAS,0.022583
256,cuBLAS,0.021631
256,cuBLAS,0.022532
256,cuBLAS,0.021971
256,cuBLAS,0.02173
256,cuBLAS,0.02174
256,cuBLAS,0.02178
256,cuBLAS,0.021991
256,cuBLAS,0.021781
256,cuBLAS,0.021681
256,cuBLAS,0.021941
256,cuBLAS,0.021981
256,cuBLAS,0.021881
256,cuBLAS,0.021781
256,cuBLAS,0.02163
256,cuBLAS,0.021961
256,cuBLAS,0.022041
256,cuBLAS,0.021751
256,cuBLAS,0.021981
256,cuBLAS,0.021881
256,cuBLAS,0.021841
256,cuBLAS,0.021771
256,cuBLAS,0.021651
256,cuBLAS,0.022392
256,cuBLAS,0.021891
256,cuBLAS,0.021751
256,cuBLAS,0.021991
256,cuBLAS,0.022171
256,cuBLAS,0.022091
256,cuBLAS,0.021791
256,cuBLAS,0.021811
256,cuBLAS,0.021982
256,cuBLAS,0.022682
256,cuBLAS,0.022032
256,cuBLAS,0.021791
256,cuBLAS,0.022202
256,cuBLAS,0.022081
256,cuBLAS,0.021761
256,cuBLAS,0.021861
256,cuBLAS,0.02169
256,cuBLAS,0.021932
256,cuBLAS,0.02134
256,cuBLAS,0.021821
256,cuBLAS,0.022092
256,cuBLAS,0.021881
256,cuBLAS,0.021941
256,cuBLAS,0.021811
256,cuBLAS,0.021721
256,cuBLAS,0.021871
256,cuBLAS,0.021881
256,cuBLAS,0.021881
256,cuBLAS,0.022011
256,cuBLAS,0.021831
256,cuBLAS,0.021982
256,cuBLAS,0.021661
256,cuBLAS,0.022011
256,cuBLAS,0.022232
256,cuBLAS,0.021781
256,cuBLAS,0.021721
256,cuBLAS,0.021651
256,cuBLAS,0.021831
256,cuBLAS,0.022412
256,cuBLAS,0.021881
256,cuBLAS,0.021911
256,cuBLAS,0.02177
256,cuBLAS,0.021591
256,cuBLAS,0.021581
256,cuBLAS,0.022071
256,cuBLAS,0.021651
256,cuBLAS,0.021861
256,cuBLAS,0.021591
256,cuBLAS,0.021901
256,cuBLAS,0.021961
256,cuBLAS,0.021861
256,cuBLAS,0.021771
256,cuBLAS,0.022031
256,cuBLAS,0.022843
256,cuBLAS,0.021771
256,cuBLAS,0.021932
256,cuBLAS,0.02175
256,cuBLAS,0.02182
256,cuBLAS,0.02173
256,cuBLAS,0.02165
256,cuBLAS,0.021791
256,cuBLAS,0.021942
256,cuBLAS,0.02165
256,cuBLAS,0.02167
256,cuBLAS,0.02169
256,cuBLAS,0.021881
256,cuBLAS,0.02179
256,cuBLAS,0.021951
256,cuBLAS,0.021781
256,cuBLAS,0.022032
256,cuBLAS,0.021951
256,cuBLAS,0.021701
256,cuBLAS,0.021671
256,cuBLAS,0.021861
256,cuBLAS,0.021651
256,cuBLAS,0.021691
256,cuBLAS,0.021971
256,cuBLAS,0.021701
256,cuBLAS,0.021921
256,cuBLAS,0.021651
256,cuBLAS,0.021761
256,cuBLAS,0.021961
256,cuBLAS,0.021861
256,cuBLAS,0.02167
256,cuBLAS,0.02176
256,cuBLAS,0.02184
256,cuBLAS,0.021912
256,cuBLAS,0.02173
256,cuBLAS,0.021821
256,cuBLAS,0.021761
256,cuBLAS,0.021781
256,cuBLAS,0.02163
256,cuBLAS,0.022071
256,cuBLAS,0.021831
256,cuBLAS,0.021821
256,cuBLAS,0.021921
256,cuBLAS,0.021891
256,cuBLAS,0.021951
256,cuBLAS,0.021791
256,cuBLAS,0.022072
256,cuBLAS,0.021971
256,cuBLAS,0.022042
256,cuBLAS,0.022422
256,cuBLAS,0.021631
256,cuBLAS,0.021751
256,cuBLAS,0.022001
256,cuBLAS,0.021961
256,cuBLAS,0.022052
256,cuBLAS,0.021771
256,cuBLAS,0.022192
256,cuBLAS,0.021971
256,cuBLAS,0.021841
256,cuBLAS,0.02197
256,cuBLAS,0.022101
256,cuBLAS,0.02153
256,cuBLAS,0.021791
256,cuBLAS,0.022001
256,cuBLAS,0.02176
256,cuBLAS,0.021992
256,cuBLAS,0.021881
256,cuBLAS,0.022172
256,cuBLAS,0.022161
256,cuBLAS,0.02181
256,cuBLAS,0.02171
256,cuBLAS,0.022191
256,cuBLAS,0.022001
256,cuBLAS,0.022923
256,cuBLAS,0.022813
256,cuBLAS,0.023073
256,cuBLAS,0.022934
256,cuBLAS,0.022933
256,cuBLAS,0.021721
256,cuBLAS,0.021841
256,cuBLAS,0.022222
256,cuBLAS,0.021981
256,cuBLAS,0.021951
256,cuBLAS,0.021991
256,cuBLAS,0.021721
256,cuBLAS,0.021781
256,cuBLAS,0.021751
256,cuBLAS,0.021881
256,cuBLAS,0.021781
256,cuBLAS,0.021871
256,cuBLAS,0.02197
256,cuBLAS,0.022051
256,cuBLAS,0.021851
256,cuBLAS,0.021861
256,cuBLAS,0.02167
256,cuBLAS,0.021892
256,cuBLAS,0.022061
256,cuBLAS,0.021931
256,cuBLAS,0.021921
256,cuBLAS,0.021911
256,cuBLAS,0.021891
256,cuBLAS,0.021941
256,cuBLAS,0.022331
256,cuBLAS,0.023093
256,cuBLAS,0.022312
256,cuBLAS,0.02182
256,cuBLAS,0.021841
256,cuBLAS,0.021941
256,cuBLAS,0.021901
256,cuBLAS,0.021721
256,cuBLAS,0.022102
256,cuBLAS,0.022101
256,cuBLAS,0.021791
256,cuBLAS,0.02185
256,cuBLAS,0.022242
256,cuBLAS,0.022061
256,cuBLAS,0.021641
256,cuBLAS,0.022051
256,cuBLAS,0.02136
256,cuBLAS,0.022061
256,cuBLAS,0.021941
256,cuBLAS,0.022021
256,cuBLAS,0.021611
256,cuBLAS,0.021921
256,cuBLAS,0.022011
256,cuBLAS,0.022042
256,cuBLAS,0.021761
256,cuBLAS,0.022021
256,cuBLAS,0.021962
256,cuBLAS,0.021971
256,cuBLAS,0.021921
256,cuBLAS,0.022923
256,cuBLAS,0.023073
256,cuBLAS,0.023334
256,cuBLAS,0.023043
256,cuBLAS,0.022953
256,cuBLAS,0.023113
256,cuBLAS,0.023133
256,cuBLAS,0.023003
256,cuBLAS,0.023203
256,cuBLAS,0.023083
256,cuBLAS,0.021991
256,cuBLAS,0.021901
256,cuBLAS,0.022062
256,cuBLAS,0.022041
256,cuBLAS,0.02178
256,cuBLAS,0.022001
256,cuBLAS,0.021951
256,cuBLAS,0.021691
256,cuBLAS,0.022011
256,cuBLAS,0.02166
256,cuBLAS,0.021711
256,cuBLAS,0.021871
256,cuBLAS,0.021941
256,cuBLAS,0.021971
256,cuBLAS,0.021951
256,cuBLAS,0.022021
256,cuBLAS,0.021811
256,cuBLAS,0.021761
256,cuBLAS,0.021891
256,cuBLAS,0.022112
256,cuBLAS,0.021861
256,cuBLAS,0.021691
256,cuBLAS,0.02142
256,cuBLAS,0.021871
256,cuBLAS,0.02167
256,cuBLAS,0.021821
256,cuBLAS,0.021981
256,cuBLAS,0.021781
256,cuBLAS,0.021801
256,cuBLAS,0.021891
256,cuBLAS,0.021841
256,cuBLAS,0.021821
256,cuBLAS,0.021912
256,cuBLAS,0.022011
256,cuBLAS,0.022052
256,cuBLAS,0.02177
256,cuBLAS,0.02164
256,cuBLAS,0.02172
256,cuBLAS,0.022032
256,cuBLAS,0.021941
256,cuBLAS,0.022432
256,cuBLAS,0.021771
256,cuBLAS,0.021811
256,cuBLAS,0.021962
256,cuBLAS,0.021801
256,cuBLAS,0.021691
256,cuBLAS,0.021921
256,cuBLAS,0.021771
256,cuBLAS,0.021741
256,cuBLAS,0.02161
256,cuBLAS,0.021981
256,cuBLAS,0.022031
256,cuBLAS,0.02184
256,cuBLAS,0.021921
256,cuBLAS,0.021751
256,cuBLAS,0.021941
256,cuBLAS,0.021952
256,cuBLAS,0.02175
256,cuBLAS,0.02178
256,cuBLAS,0.022121
256,cuBLAS,0.021901
256,cuBLAS,0.022092
256,cuBLAS,0.021741
256,cuBLAS,0.022052
256,cuBLAS,0.021931
256,cuBLAS,0.021771
256,cuBLAS,0.021831
256,cuBLAS,0.021921
256,cuBLAS,0.021841
256,cuBLAS,0.02168
256,cuBLAS,0.021721
256,cuBLAS,0.021781
256,cuBLAS,0.021831
256,cuBLAS,0.021811
256,cuBLAS,0.021821
256,cuBLAS,0.021912
256,cuBLAS,0.021801
256,cuBLAS,0.022151
256,cuBLAS,0.021841
256,cuBLAS,0.021841
256,cuBLAS,0.022041
256,cuBLAS,0.02138
256,cuBLAS,0.022231
256,cuBLAS,0.02158
256,cuBLAS,0.021781
256,cuBLAS,0.021671
256,cuBLAS,0.021941
256,cuBLAS,0.022032
256,cuBLAS,0.022031
256,cuBLAS,0.022252
256,cuBLAS,0.022002
256,cuBLAS,0.021891
256,cuBLAS,0.021911
256,cuBLAS,0.021701
256,cuBLAS,0.021791
256,cuBLAS,0.021961
256,cuBLAS,0.02173
256,cuBLAS,0.021661
256,cuBLAS,0.021821
256,cuBLAS,0.022012
256,cuBLAS,0.02168
256,cuBLAS,0.021621
256,cuBLAS,0.022042
256,cuBLAS,0.022151
256,cuBLAS,0.02177
256,cuBLAS,0.02175
256,cuBLAS,0.02181
256,cuBLAS,0.022101
256,cuBLAS,0.021982
256,cuBLAS,0.02167
256,cuBLAS,0.021841
256,cuBLAS,0.021881
256,cuBLAS,0.022031
256,cuBLAS,0.021801
256,cuBLAS,0.023033
256,cuBLAS,0.023123
256,cuBLAS,0.022994
256,cuBLAS,0.022832
256,cuBLAS,0.022221
256,cuBLAS,0.021861
256,cuBLAS,0.021971
256,cuBLAS,0.021911
256,cuBLAS,0.021761
256,cuBLAS,0.022061
256,cuBLAS,0.021731
256,cuBLAS,0.021861
256,cuBLAS,0.021871
256,cuBLAS,0.021962
256,cuBLAS,0.021811
256,cuBLAS,0.02167
256,cuBLAS,0.021861
256,cuBLAS,0.021831
256,cuBLAS,0.022061
256,cuBLAS,0.022282
256,cuBLAS,0.021901
256,cuBLAS,0.021971
256,cuBLAS,0.021671
256,cuBLAS,0.021971
256,cuBLAS,0.021831
256,cuBLAS,0.022021
256,cuBLAS,0.021881
256,cuBLAS,0.021691
256,cuBLAS,0.02151
256,cuBLAS,0.021911
256,cuBLAS,0.021781
256,cuBLAS,0.02154
256,cuBLAS,0.021951
256,cuBLAS,0.021912
256,cuBLAS,0.02162
256,cuBLAS,0.02177
256,cuBLAS,0.021932
256,cuBLAS,0.021901
256,cuBLAS,0.021921
256,cuBLAS,0.021912
256,cuBLAS,0.0217
256,cuBLAS,0.021821
256,cuBLAS,0.021921
256,cuBLAS,0.021721
256,cuBLAS,0.021801
256,cuBLAS,0.021751
256,cuBLAS,0.021741
256,cuBLAS,0.021731
256,cuBLAS,0.02178
256,cuBLAS,0.021961
256,cuBLAS,0.022342
256,cuBLAS,0.021801
256,cuBLAS,0.021992
256,cuBLAS,0.021831
256,cuBLAS,0.021851
256,cuBLAS,0.021951
256,cuBLAS,0.021771
256,cuBLAS,0.021961
256,cuBLAS,0.021931
256,cuBLAS,0.021841
256,cuBLAS,0.022152
256,cuBLAS,0.022983
256,cuBLAS,0.023073
256,cuBLAS,0.022983
256,cuBLAS,0.023103
256,cuBLAS,0.023343
256,cuBLAS,0.023093
256,cuBLAS,0.021741
256,cuBLAS,0.021911
256,cuBLAS,0.021972
256,cuBLAS,0.021861
256,cuBLAS,0.022081
256,cuBLAS,0.022051
256,cuBLAS,0.021581
256,cuBLAS,0.021881
256,cuBLAS,0.02133
256,cuBLAS,0.021691
256,cuBLAS,0.021901
256,cuBLAS,0.022242
256,cuBLAS,0.021961
256,cuBLAS,0.02193
256,cuBLAS,0.021991
256,cuBLAS,0.022232
256,cuBLAS,0.021531
256,cuBLAS,0.021781
256,cuBLAS,0.021961
256,cuBLAS,0.021741
256,cuBLAS,0.021841
256,cuBLAS,0.021901
256,cuBLAS,0.021731
256,cuBLAS,0.021721
256,cuBLAS,0.021861
256,cuBLAS,0.02167
256,cuBLAS,0.022001
256,cuBLAS,0.02183
256,cuBLAS,0.021991
256,cuBLAS,0.021831
256,cuBLAS,0.021841
256,cuBLAS,0.022602
256,cuBLAS,0.021741
256,cuBLAS,0.021991
256,cuBLAS,0.021881
256,cuBLAS,0.02182
256,cuBLAS,0.021761
256,cuBLAS,0.021881
256,cuBLAS,0.021901
256,cuBLAS,0.022142
256,cuBLAS,0.022933
256,cuBLAS,0.023224
256,cuBLAS,0.023163
256,cuBLAS,0.022872
256,cuBLAS,0.022813
256,cuBLAS,0.023013
256,cuBLAS,0.023063
256,cuBLAS,0.023133
256,cuBLAS,0.022613
256,cuBLAS,0.02174
256,cuBLAS,0.021911
256,cuBLAS,0.021991
256,cuBLAS,0.02174
256,cuBLAS,0.02182
256,cuBLAS,0.021921
256,cuBLAS,0.021671
256,cuBLAS,0.021861
256,cuBLAS,0.021901
256,cuBLAS,0.021931
256,cuBLAS,0.021851
256,cuBLAS,0.021741
256,cuBLAS,0.022001
256,cuBLAS,0.021871
256,cuBLAS,0.021751
256,cuBLAS,0.021761
256,cuBLAS,0.021711
256,cuBLAS,0.021881
256,cuBLAS,0.022011
256,cuBLAS,0.02177
256,cuBLAS,0.021901
256,cuBLAS,0.021961
256,cuBLAS,0.021982
256,cuBLAS,0.0217
256,cuBLAS,0.02181
256,cuBLAS,0.021771
256,cuBLAS,0.021892
256,cuBLAS,0.021681
256,cuBLAS,0.022001
256,cuBLAS,0.021661
256,cuBLAS,0.021821
256,cuBLAS,0.021801
256,cuBLAS,0.021901
256,cuBLAS,0.021871
256,cuBLAS,0.021861
256,cuBLAS,0.021891
256,cuBLAS,0.022111
256,cuBLAS,0.021792
256,cuBLAS,0.021882
256,cuBLAS,0.021801
256,cuBLAS,0.021931
256,cuBLAS,0.021901
256,cuBLAS,0.02197
256,cuBLAS,0.021761
256,cuBLAS,0.021881
256,cuBLAS,0.021871
256,cuBLAS,0.021851
256,cuBLAS,0.021892
256,cuBLAS,0.022001
256,cuBLAS,0.021961
256,cuBLAS,0.02189
