N,Function,Latency_ms,Estimation,Error_abs,Error_rel
8,P1_CUDA_Det,5.11867,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.1223,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11559,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11577,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.1145,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12399,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12388,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.1239,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12104,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12285,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.1238,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12336,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12575,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11721,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12122,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12329,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12205,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12097,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.1171,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12093,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12712,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12109,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11792,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11966,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12192,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11704,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12195,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11972,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12247,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12331,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12101,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12066,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11926,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.13071,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12366,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12272,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12455,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12536,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11632,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12682,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11537,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12177,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11948,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.13119,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12437,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12029,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12284,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12108,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12709,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11983,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.1267,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11708,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11497,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12042,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12186,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11993,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11821,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11791,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11056,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.1186,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12232,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11301,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.1253,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12457,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11588,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12209,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12191,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.11974,0.00788414,3.84079e-09,4.87154e-07
8,P1_CUDA_Det,5.12635,0.00788414,3.84079e-09,4.87154e-07
12,P1_CUDA_Det,25.6236,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6234,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6246,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6366,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6314,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6435,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6359,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6262,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.624,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6256,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6252,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6167,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6211,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6113,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6227,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6157,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6256,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6217,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6266,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6142,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6197,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6268,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6208,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.625,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6239,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6352,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.626,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6254,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.62,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6157,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6062,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6108,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6116,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6204,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6252,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6111,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6231,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6188,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6139,0.00788414,1.62276e-09,2.05826e-07
12,P1_CUDA_Det,25.6132,0.00788414,1.62276e-09,2.05826e-07
16,P1_CUDA_Det,79.4851,0.00788414,8.96252e-10,1.13678e-07
16,P1_CUDA_Det,79.4659,0.00788414,8.96252e-10,1.13678e-07
16,P1_CUDA_Det,79.4902,0.00788414,8.96252e-10,1.13678e-07
16,P1_CUDA_Det,79.478,0.00788414,8.96252e-10,1.13678e-07
16,P1_CUDA_Det,79.4833,0.00788414,8.96252e-10,1.13678e-07
16,P1_CUDA_Det,79.47,0.00788414,8.96252e-10,1.13678e-07
16,P1_CUDA_Det,79.4813,0.00788414,8.96252e-10,1.13678e-07
16,P1_CUDA_Det,79.4697,0.00788414,8.96252e-10,1.13678e-07
16,P1_CUDA_Det,79.4827,0.00788414,8.96252e-10,1.13678e-07
16,P1_CUDA_Det,79.4699,0.00788414,8.96252e-10,1.13678e-07
16,P1_CUDA_Det,79.4765,0.00788414,8.96252e-10,1.13678e-07
16,P1_CUDA_Det,79.4899,0.00788414,8.96252e-10,1.13678e-07
16,P1_CUDA_Det,79.485,0.00788414,8.96252e-10,1.13678e-07
1000,P1_CUDA_Sto,0.034915,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.034635,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035867,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035045,0.00292969,0.00495445,0.628407
1000,P1_CUDA_Sto,0.036598,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.036488,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.036729,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.036218,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.036277,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.03718,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.036779,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034404,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035387,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034545,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035496,0.00292969,0.00495445,0.628407
1000,P1_CUDA_Sto,0.034966,0.0117188,0.00383461,0.486371
1000,P1_CUDA_Sto,0.034855,0.0136719,0.00578774,0.734099
1000,P1_CUDA_Sto,0.035216,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035276,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035186,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.035778,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034826,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035015,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.034324,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035436,0.0117188,0.00383461,0.486371
1000,P1_CUDA_Sto,0.035036,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035716,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035096,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035056,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.034775,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.035757,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035256,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035166,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035146,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035868,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035427,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.035026,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034544,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034074,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.034935,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.034936,0.0126953,0.00481118,0.610235
1000,P1_CUDA_Sto,0.034766,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.036228,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035617,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035427,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035206,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.034856,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.034896,0.000976562,0.00690757,0.876136
1000,P1_CUDA_Sto,0.035316,0.0166016,0.00871743,1.10569
1000,P1_CUDA_Sto,0.035506,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035246,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.034845,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.034785,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.034505,0.0136719,0.00578774,0.734099
1000,P1_CUDA_Sto,0.034735,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035547,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.034715,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035517,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.034575,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035247,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.034755,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035397,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035466,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035066,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035576,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.034454,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035868,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034715,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.034845,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035026,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035016,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035306,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.035106,0.00292969,0.00495445,0.628407
1000,P1_CUDA_Sto,0.035075,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035106,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035626,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035336,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.035216,0.0117188,0.00383461,0.486371
1000,P1_CUDA_Sto,0.036168,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.034685,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.034896,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.034084,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035557,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.034384,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035466,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.036648,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.034425,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034375,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.034725,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.034796,0.0117188,0.00383461,0.486371
1000,P1_CUDA_Sto,0.034785,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.034404,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034695,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.034786,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035095,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034555,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.034916,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.034966,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035126,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.034565,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035086,0.0117188,0.00383461,0.486371
1000,P1_CUDA_Sto,0.035717,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035717,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035256,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034465,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.034836,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.035576,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.034284,0.0117188,0.00383461,0.486371
1000,P1_CUDA_Sto,0.035557,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035627,0.0126953,0.00481118,0.610235
1000,P1_CUDA_Sto,0.035466,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035356,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035056,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035336,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.034966,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.034966,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035326,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035667,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.036217,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.034625,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.034695,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034835,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035597,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035567,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035146,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035917,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035247,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034365,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035567,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.034564,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035477,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.034314,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.034935,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.034374,0.0117188,0.00383461,0.486371
1000,P1_CUDA_Sto,0.035196,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035266,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035136,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035186,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035476,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.036258,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.036148,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.035256,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035738,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035176,0.0126953,0.00481118,0.610235
1000,P1_CUDA_Sto,0.035166,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035657,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035326,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035156,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035337,0.0117188,0.00383461,0.486371
1000,P1_CUDA_Sto,0.034505,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.034996,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035016,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035736,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.034906,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035236,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035176,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035556,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035436,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035667,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035898,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035135,0.0126953,0.00481118,0.610235
1000,P1_CUDA_Sto,0.035086,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035506,0.00195312,0.00593101,0.752272
1000,P1_CUDA_Sto,0.034675,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.034945,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034134,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.035496,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.034745,0.00292969,0.00495445,0.628407
1000,P1_CUDA_Sto,0.034545,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.034736,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035376,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.034515,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035467,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034905,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035937,0.0136719,0.00578774,0.734099
1000,P1_CUDA_Sto,0.035947,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035056,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035787,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035577,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.034995,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035236,0.00195312,0.00593101,0.752272
1000,P1_CUDA_Sto,0.035516,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035266,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.034595,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.034355,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035957,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035306,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.034685,0.0175781,0.00969399,1.22956
1000,P1_CUDA_Sto,0.035247,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035287,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035647,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.034595,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035046,0.0136719,0.00578774,0.734099
1000,P1_CUDA_Sto,0.036027,0.0117188,0.00383461,0.486371
1000,P1_CUDA_Sto,0.035066,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035467,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034856,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.034996,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035035,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.035166,0.0136719,0.00578774,0.734099
1000,P1_CUDA_Sto,0.035737,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035447,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034545,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.034384,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.034745,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.034625,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035487,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.035617,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035085,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035306,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.035316,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035045,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.034996,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.035807,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.035576,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035747,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035416,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035326,0.0117188,0.00383461,0.486371
1000,P1_CUDA_Sto,0.034555,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.034936,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035887,0.0126953,0.00481118,0.610235
1000,P1_CUDA_Sto,0.035155,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035567,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.034716,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.035306,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.035116,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.034976,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.035036,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.036629,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035306,0.0126953,0.00481118,0.610235
1000,P1_CUDA_Sto,0.035657,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.034836,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.034365,0.00976562,0.00188149,0.238642
1000,P1_CUDA_Sto,0.035196,0.0107422,0.00285805,0.362507
1000,P1_CUDA_Sto,0.034905,0.00585938,0.00202476,0.256815
1000,P1_CUDA_Sto,0.035065,0.00488281,0.00300132,0.380679
1000,P1_CUDA_Sto,0.034885,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.035367,0.0078125,7.16364e-05,0.00908614
1000,P1_CUDA_Sto,0.035346,0.00683594,0.0010482,0.13295
1000,P1_CUDA_Sto,0.035417,0.00195312,0.00593101,0.752272
1000,P1_CUDA_Sto,0.036148,0.00878906,0.000904926,0.114778
1000,P1_CUDA_Sto,0.035216,0.00390625,0.00397789,0.504543
1000,P1_CUDA_Sto,0.035336,0.00390625,0.00397789,0.504543
