N,Function,Latency_ms,Estimation,Error
1000,OpenMP_t16,0.03255,0.064,0.0045896
1000,OpenMP_t16,0.033092,0.064,0.0045896
1000,OpenMP_t16,0.033232,0.064,0.0045896
1000,OpenMP_t16,0.032591,0.064,0.0045896
1000,OpenMP_t16,0.032411,0.064,0.0045896
1000,OpenMP_t16,0.033253,0.064,0.0045896
1000,OpenMP_t16,0.03245,0.064,0.0045896
1000,OpenMP_t16,0.032401,0.064,0.0045896
1000,OpenMP_t16,0.032912,0.064,0.0045896
1000,OpenMP_t16,0.032421,0.064,0.0045896
1000,OpenMP_t16,0.032942,0.064,0.0045896
1000,OpenMP_t16,0.032801,0.064,0.0045896
1000,OpenMP_t16,0.033192,0.064,0.0045896
1000,OpenMP_t16,0.03246,0.064,0.0045896
1000,OpenMP_t16,0.033933,0.064,0.0045896
1000,OpenMP_t16,0.032891,0.064,0.0045896
1000,OpenMP_t16,0.033192,0.064,0.0045896
1000,OpenMP_t16,0.033252,0.064,0.0045896
1000,OpenMP_t16,0.032371,0.064,0.0045896
1000,OpenMP_t16,0.03236,0.064,0.0045896
1000,OpenMP_t16,0.03236,0.064,0.0045896
1000,OpenMP_t16,0.036569,0.064,0.0045896
1000,OpenMP_t16,0.033894,0.064,0.0045896
1000,OpenMP_t16,0.036939,0.064,0.0045896
1000,OpenMP_t16,0.033452,0.064,0.0045896
1000,OpenMP_t16,0.032591,0.064,0.0045896
1000,OpenMP_t16,0.033012,0.064,0.0045896
1000,OpenMP_t16,0.034114,0.064,0.0045896
1000,OpenMP_t16,0.0322,0.064,0.0045896
1000,OpenMP_t16,0.03239,0.064,0.0045896
1000,OpenMP_t16,0.032501,0.064,0.0045896
1000,OpenMP_t16,0.032551,0.064,0.0045896
1000,OpenMP_t16,0.033573,0.064,0.0045896
1000,OpenMP_t16,0.033533,0.064,0.0045896
1000,OpenMP_t16,0.033663,0.064,0.0045896
1000,OpenMP_t16,0.032842,0.064,0.0045896
1000,OpenMP_t16,0.033934,0.064,0.0045896
1000,OpenMP_t16,0.033713,0.064,0.0045896
1000,OpenMP_t16,0.032531,0.064,0.0045896
1000,OpenMP_t16,0.032601,0.064,0.0045896
1000,OpenMP_t16,0.032871,0.064,0.0045896
1000,OpenMP_t16,0.032401,0.064,0.0045896
1000,OpenMP_t16,0.04268,0.064,0.0045896
1000,OpenMP_t16,0.038562,0.064,0.0045896
1000,OpenMP_t16,0.040285,0.064,0.0045896
1000,OpenMP_t16,0.038151,0.064,0.0045896
1000,OpenMP_t16,0.032621,0.064,0.0045896
1000,OpenMP_t16,0.033322,0.064,0.0045896
1000,OpenMP_t16,0.03219,0.064,0.0045896
1000,OpenMP_t16,0.032461,0.064,0.0045896
1000,OpenMP_t16,0.033663,0.064,0.0045896
1000,OpenMP_t16,0.033182,0.064,0.0045896
1000,OpenMP_t16,0.033213,0.064,0.0045896
1000,OpenMP_t16,0.035146,0.064,0.0045896
1000,OpenMP_t16,0.03223,0.064,0.0045896
1000,OpenMP_t16,0.032191,0.064,0.0045896
1000,OpenMP_t16,0.032881,0.064,0.0045896
1000,OpenMP_t16,0.032231,0.064,0.0045896
1000,OpenMP_t16,0.033633,0.064,0.0045896
1000,OpenMP_t16,0.033492,0.064,0.0045896
1000,OpenMP_t16,0.03212,0.064,0.0045896
1000,OpenMP_t16,0.03214,0.064,0.0045896
1000,OpenMP_t16,0.032251,0.064,0.0045896
1000,OpenMP_t16,0.032791,0.064,0.0045896
1000,OpenMP_t16,0.032641,0.064,0.0045896
1000,OpenMP_t16,0.031989,0.064,0.0045896
1000,OpenMP_t16,0.032541,0.064,0.0045896
1000,OpenMP_t16,0.032431,0.064,0.0045896
1000,OpenMP_t16,0.032591,0.064,0.0045896
1000,OpenMP_t16,0.032651,0.064,0.0045896
1000,OpenMP_t16,0.032461,0.064,0.0045896
1000,OpenMP_t16,0.032972,0.064,0.0045896
1000,OpenMP_t16,0.032721,0.064,0.0045896
1000,OpenMP_t16,0.032561,0.064,0.0045896
1000,OpenMP_t16,0.032852,0.064,0.0045896
1000,OpenMP_t16,0.033453,0.064,0.0045896
1000,OpenMP_t16,0.032962,0.064,0.0045896
1000,OpenMP_t16,0.033803,0.064,0.0045896
1000,OpenMP_t16,0.035437,0.064,0.0045896
1000,OpenMP_t16,0.034174,0.064,0.0045896
1000,OpenMP_t16,0.032761,0.064,0.0045896
1000,OpenMP_t16,0.033133,0.064,0.0045896
1000,OpenMP_t16,0.032552,0.064,0.0045896
1000,OpenMP_t16,0.033402,0.064,0.0045896
1000,OpenMP_t16,0.032311,0.064,0.0045896
1000,OpenMP_t16,0.03208,0.064,0.0045896
1000,OpenMP_t16,0.033072,0.064,0.0045896
1000,OpenMP_t16,0.032591,0.064,0.0045896
1000,OpenMP_t16,0.03214,0.064,0.0045896
1000,OpenMP_t16,0.03196,0.064,0.0045896
1000,OpenMP_t16,0.031789,0.064,0.0045896
1000,OpenMP_t16,0.032361,0.064,0.0045896
1000,OpenMP_t16,0.032311,0.064,0.0045896
1000,OpenMP_t16,0.032671,0.064,0.0045896
1000,OpenMP_t16,0.032761,0.064,0.0045896
1000,OpenMP_t16,0.03225,0.064,0.0045896
1000,OpenMP_t16,0.032651,0.064,0.0045896
1000,OpenMP_t16,0.032812,0.064,0.0045896
1000,OpenMP_t16,0.033052,0.064,0.0045896
1000,OpenMP_t16,0.03222,0.064,0.0045896
1000,OpenMP_t16,0.032841,0.064,0.0045896
1000,OpenMP_t16,0.032632,0.064,0.0045896
1000,OpenMP_t16,0.033472,0.064,0.0045896
1000,OpenMP_t16,0.03183,0.064,0.0045896
1000,OpenMP_t16,0.032571,0.064,0.0045896
1000,OpenMP_t16,0.032872,0.064,0.0045896
1000,OpenMP_t16,0.033312,0.064,0.0045896
1000,OpenMP_t16,0.03261,0.064,0.0045896
1000,OpenMP_t16,0.033392,0.064,0.0045896
1000,OpenMP_t16,0.033884,0.064,0.0045896
1000,OpenMP_t16,0.031719,0.064,0.0045896
1000,OpenMP_t16,0.03198,0.064,0.0045896
1000,OpenMP_t16,0.032131,0.064,0.0045896
1000,OpenMP_t16,0.033382,0.064,0.0045896
1000,OpenMP_t16,0.032751,0.064,0.0045896
1000,OpenMP_t16,0.031819,0.064,0.0045896
1000,OpenMP_t16,0.032451,0.064,0.0045896
1000,OpenMP_t16,0.031759,0.064,0.0045896
1000,OpenMP_t16,0.032731,0.064,0.0045896
1000,OpenMP_t16,0.032641,0.064,0.0045896
1000,OpenMP_t16,0.03221,0.064,0.0045896
1000,OpenMP_t16,0.032131,0.064,0.0045896
1000,OpenMP_t16,0.03222,0.064,0.0045896
1000,OpenMP_t16,0.032571,0.064,0.0045896
1000,OpenMP_t16,0.032271,0.064,0.0045896
1000,OpenMP_t16,0.03208,0.064,0.0045896
1000,OpenMP_t16,0.03213,0.064,0.0045896
1000,OpenMP_t16,0.033012,0.064,0.0045896
1000,OpenMP_t16,0.033031,0.064,0.0045896
1000,OpenMP_t16,0.032471,0.064,0.0045896
1000,OpenMP_t16,0.033222,0.064,0.0045896
1000,OpenMP_t16,0.03206,0.064,0.0045896
1000,OpenMP_t16,0.03186,0.064,0.0045896
1000,OpenMP_t16,0.031809,0.064,0.0045896
1000,OpenMP_t16,0.033282,0.064,0.0045896
1000,OpenMP_t16,0.032791,0.064,0.0045896
1000,OpenMP_t16,0.033283,0.064,0.0045896
1000,OpenMP_t16,0.033262,0.064,0.0045896
1000,OpenMP_t16,0.032501,0.064,0.0045896
1000,OpenMP_t16,0.03199,0.064,0.0045896
1000,OpenMP_t16,0.03209,0.064,0.0045896
1000,OpenMP_t16,0.03261,0.064,0.0045896
1000,OpenMP_t16,0.03205,0.064,0.0045896
1000,OpenMP_t16,0.031769,0.064,0.0045896
1000,OpenMP_t16,0.03187,0.064,0.0045896
1000,OpenMP_t16,0.03198,0.064,0.0045896
1000,OpenMP_t16,0.03192,0.064,0.0045896
1000,OpenMP_t16,0.03201,0.064,0.0045896
1000,OpenMP_t16,0.03242,0.064,0.0045896
1000,OpenMP_t16,0.03198,0.064,0.0045896
1000,OpenMP_t16,0.033222,0.064,0.0045896
1000,OpenMP_t16,0.033252,0.064,0.0045896
1000,OpenMP_t16,0.032421,0.064,0.0045896
1000,OpenMP_t16,0.032531,0.064,0.0045896
1000,OpenMP_t16,0.03207,0.064,0.0045896
1000,OpenMP_t16,0.032,0.064,0.0045896
1000,OpenMP_t16,0.03235,0.064,0.0045896
1000,OpenMP_t16,0.03181,0.064,0.0045896
1000,OpenMP_t16,0.0321,0.064,0.0045896
1000,OpenMP_t16,0.033122,0.064,0.0045896
1000,OpenMP_t16,0.03208,0.064,0.0045896
1000,OpenMP_t16,0.03198,0.064,0.0045896
1000,OpenMP_t16,0.033192,0.064,0.0045896
1000,OpenMP_t16,0.03717,0.064,0.0045896
1000,OpenMP_t16,0.03786,0.064,0.0045896
1000,OpenMP_t16,0.036869,0.064,0.0045896
1000,OpenMP_t16,0.03749,0.064,0.0045896
1000,OpenMP_t16,0.035076,0.064,0.0045896
1000,OpenMP_t16,0.03213,0.064,0.0045896
1000,OpenMP_t16,0.033313,0.064,0.0045896
1000,OpenMP_t16,0.03208,0.064,0.0045896
1000,OpenMP_t16,0.032211,0.064,0.0045896
1000,OpenMP_t16,0.033092,0.064,0.0045896
1000,OpenMP_t16,0.03218,0.064,0.0045896
1000,OpenMP_t16,0.032381,0.064,0.0045896
1000,OpenMP_t16,0.033252,0.064,0.0045896
1000,OpenMP_t16,0.03234,0.064,0.0045896
1000,OpenMP_t16,0.032691,0.064,0.0045896
1000,OpenMP_t16,0.03254,0.064,0.0045896
1000,OpenMP_t16,0.033102,0.064,0.0045896
1000,OpenMP_t16,0.03211,0.064,0.0045896
1000,OpenMP_t16,0.03217,0.064,0.0045896
1000,OpenMP_t16,0.033432,0.064,0.0045896
1000,OpenMP_t16,0.031759,0.064,0.0045896
1000,OpenMP_t16,0.03209,0.064,0.0045896
1000,OpenMP_t16,0.03191,0.064,0.0045896
1000,OpenMP_t16,0.0319,0.064,0.0045896
1000,OpenMP_t16,0.032641,0.064,0.0045896
1000,OpenMP_t16,0.03173,0.064,0.0045896
1000,OpenMP_t16,0.032371,0.064,0.0045896
1000,OpenMP_t16,0.0319,0.064,0.0045896
1000,OpenMP_t16,0.033412,0.064,0.0045896
1000,OpenMP_t16,0.03212,0.064,0.0045896
1000,OpenMP_t16,0.03201,0.064,0.0045896
1000,OpenMP_t16,0.031699,0.064,0.0045896
1000,OpenMP_t16,0.032451,0.064,0.0045896
1000,OpenMP_t16,0.032781,0.064,0.0045896
1000,OpenMP_t16,0.03193,0.064,0.0045896
1000,OpenMP_t16,0.03198,0.064,0.0045896
1000,OpenMP_t16,0.032941,0.064,0.0045896
1000,OpenMP_t16,0.034033,0.064,0.0045896
1000,OpenMP_t16,0.033764,0.064,0.0045896
1000,OpenMP_t16,0.03226,0.064,0.0045896
1000,OpenMP_t16,0.03192,0.064,0.0045896
1000,OpenMP_t16,0.032792,0.064,0.0045896
1000,OpenMP_t16,0.03198,0.064,0.0045896
1000,OpenMP_t16,0.03205,0.064,0.0045896
1000,OpenMP_t16,0.03213,0.064,0.0045896
1000,OpenMP_t16,0.03237,0.064,0.0045896
1000,OpenMP_t16,0.0321,0.064,0.0045896
1000,OpenMP_t16,0.03162,0.064,0.0045896
1000,OpenMP_t16,0.033202,0.064,0.0045896
1000,OpenMP_t16,0.032331,0.064,0.0045896
1000,OpenMP_t16,0.0324,0.064,0.0045896
1000,OpenMP_t16,0.032861,0.064,0.0045896
1000,OpenMP_t16,0.033122,0.064,0.0045896
1000,OpenMP_t16,0.031819,0.064,0.0045896
1000,OpenMP_t16,0.03214,0.064,0.0045896
1000,OpenMP_t16,0.03227,0.064,0.0045896
1000,OpenMP_t16,0.03198,0.064,0.0045896
1000,OpenMP_t16,0.033082,0.064,0.0045896
1000,OpenMP_t16,0.03206,0.064,0.0045896
1000,OpenMP_t16,0.033723,0.064,0.0045896
1000,OpenMP_t16,0.033112,0.064,0.0045896
1000,OpenMP_t16,0.033413,0.064,0.0045896
1000,OpenMP_t16,0.032911,0.064,0.0045896
1000,OpenMP_t16,0.03206,0.064,0.0045896
1000,OpenMP_t16,0.032861,0.064,0.0045896
1000,OpenMP_t16,0.033392,0.064,0.0045896
1000,OpenMP_t16,0.03207,0.064,0.0045896
1000,OpenMP_t16,0.03217,0.064,0.0045896
1000,OpenMP_t16,0.036017,0.064,0.0045896
1000,OpenMP_t16,0.033202,0.064,0.0045896
1000,OpenMP_t16,0.03203,0.064,0.0045896
1000,OpenMP_t16,0.033603,0.064,0.0045896
1000,OpenMP_t16,0.03204,0.064,0.0045896
1000,OpenMP_t16,0.032431,0.064,0.0045896
1000,OpenMP_t16,0.031699,0.064,0.0045896
1000,OpenMP_t16,0.032941,0.064,0.0045896
1000,OpenMP_t16,0.03183,0.064,0.0045896
1000,OpenMP_t16,0.033162,0.064,0.0045896
1000,OpenMP_t16,0.033021,0.064,0.0045896
1000,OpenMP_t16,0.032491,0.064,0.0045896
1000,OpenMP_t16,0.033222,0.064,0.0045896
1000,OpenMP_t16,0.03227,0.064,0.0045896
1000,OpenMP_t16,0.032541,0.064,0.0045896
1000,OpenMP_t16,0.031889,0.064,0.0045896
1000,OpenMP_t16,0.032069,0.064,0.0045896
1000,OpenMP_t16,0.032791,0.064,0.0045896
1000,OpenMP_t16,0.03211,0.064,0.0045896
1000,OpenMP_t16,0.032111,0.064,0.0045896
1000,OpenMP_t16,0.032511,0.064,0.0045896
1000,OpenMP_t16,0.032881,0.064,0.0045896
1000,OpenMP_t16,0.032861,0.064,0.0045896
1000,OpenMP_t16,0.03208,0.064,0.0045896
1000,OpenMP_t16,0.033042,0.064,0.0045896
1000,OpenMP_t16,0.032361,0.064,0.0045896
1000,OpenMP_t16,0.033263,0.064,0.0045896
1000,OpenMP_t16,0.03249,0.064,0.0045896
1000,OpenMP_t16,0.033052,0.064,0.0045896
1000,OpenMP_t16,0.033212,0.064,0.0045896
1000,OpenMP_t16,0.036729,0.064,0.0045896
1000,OpenMP_t16,0.032782,0.064,0.0045896
1000,OpenMP_t16,0.033402,0.064,0.0045896
1000,OpenMP_t16,0.032682,0.064,0.0045896
1000,OpenMP_t16,0.03192,0.064,0.0045896
1000,OpenMP_t16,0.033162,0.064,0.0045896
1000,OpenMP_t16,0.032871,0.064,0.0045896
1000,OpenMP_t16,0.032491,0.064,0.0045896
1000,OpenMP_t16,0.03206,0.064,0.0045896
1000,OpenMP_t16,0.033362,0.064,0.0045896
1000,OpenMP_t16,0.032129,0.064,0.0045896
1000,OpenMP_t16,0.031939,0.064,0.0045896
1000,OpenMP_t16,0.033272,0.064,0.0045896
1000,OpenMP_t16,0.032852,0.064,0.0045896
1000,OpenMP_t16,0.032581,0.064,0.0045896
1000,OpenMP_t16,0.033282,0.064,0.0045896
1000,OpenMP_t16,0.031829,0.064,0.0045896
1000,OpenMP_t16,0.03204,0.064,0.0045896
1000,OpenMP_t16,0.032632,0.064,0.0045896
1000,OpenMP_t16,0.03206,0.064,0.0045896
1000,OpenMP_t16,0.031759,0.064,0.0045896
1000,OpenMP_t16,0.03243,0.064,0.0045896
1000,OpenMP_t16,0.03167,0.064,0.0045896
1000,OpenMP_t16,0.032731,0.064,0.0045896
1000,OpenMP_t16,0.040336,0.064,0.0045896
1000,OpenMP_t16,0.036058,0.064,0.0045896
1000,OpenMP_t16,0.036107,0.064,0.0045896
1000,OpenMP_t16,0.037059,0.064,0.0045896
1000,OpenMP_t16,0.032892,0.064,0.0045896
1000,OpenMP_t16,0.032411,0.064,0.0045896
1000,OpenMP_t16,0.032461,0.064,0.0045896
1000,OpenMP_t16,0.032621,0.064,0.0045896
1000,OpenMP_t16,0.032711,0.064,0.0045896
1000,OpenMP_t16,0.032571,0.064,0.0045896
1000,OpenMP_t16,0.032069,0.064,0.0045896
1000,OpenMP_t16,0.03234,0.064,0.0045896
1000,OpenMP_t16,0.032491,0.064,0.0045896
1000,OpenMP_t16,0.033632,0.064,0.0045896
1000,OpenMP_t16,0.03249,0.064,0.0045896
1000,OpenMP_t16,0.032611,0.064,0.0045896
1000,OpenMP_t16,0.033192,0.064,0.0045896
1000,OpenMP_t16,0.033012,0.064,0.0045896
1000,OpenMP_t16,0.03208,0.064,0.0045896
1000,OpenMP_t16,0.032261,0.064,0.0045896
1000,OpenMP_t16,0.033543,0.064,0.0045896
1000,OpenMP_t16,0.03245,0.064,0.0045896
1000,OpenMP_t16,0.032881,0.064,0.0045896
1000,OpenMP_t16,0.031869,0.064,0.0045896
1000,OpenMP_t16,0.033493,0.064,0.0045896
1000,OpenMP_t16,0.03223,0.064,0.0045896
1000,OpenMP_t16,0.03213,0.064,0.0045896
1000,OpenMP_t16,0.03199,0.064,0.0045896
1000,OpenMP_t16,0.033252,0.064,0.0045896
1000,OpenMP_t16,0.032381,0.064,0.0045896
1000,OpenMP_t16,0.03204,0.064,0.0045896
1000,OpenMP_t16,0.032501,0.064,0.0045896
1000,OpenMP_t16,0.03188,0.064,0.0045896
1000,OpenMP_t16,0.033343,0.064,0.0045896
1000,OpenMP_t16,0.033232,0.064,0.0045896
1000,OpenMP_t16,0.03225,0.064,0.0045896
1000,OpenMP_t16,0.033643,0.064,0.0045896
1000,OpenMP_t16,0.033633,0.064,0.0045896
1000,OpenMP_t16,0.033222,0.064,0.0045896
1000,OpenMP_t16,0.03202,0.064,0.0045896
1000,OpenMP_t16,0.03198,0.064,0.0045896
1000,OpenMP_t16,0.03203,0.064,0.0045896
1000,OpenMP_t16,0.033623,0.064,0.0045896
1000,OpenMP_t16,0.033041,0.064,0.0045896
1000,OpenMP_t16,0.03208,0.064,0.0045896
1000,OpenMP_t16,0.03185,0.064,0.0045896
1000,OpenMP_t16,0.031879,0.064,0.0045896
1000,OpenMP_t16,0.03202,0.064,0.0045896
1000,OpenMP_t16,0.031699,0.064,0.0045896
1000,OpenMP_t16,0.032421,0.064,0.0045896
1000,OpenMP_t16,0.03221,0.064,0.0045896
1000,OpenMP_t16,0.033372,0.064,0.0045896
1000,OpenMP_t16,0.032631,0.064,0.0045896
1000,OpenMP_t16,0.03209,0.064,0.0045896
1000,OpenMP_t16,0.03245,0.064,0.0045896
1000,OpenMP_t16,0.033612,0.064,0.0045896
1000,OpenMP_t16,0.03222,0.064,0.0045896
1000,OpenMP_t16,0.032571,0.064,0.0045896
1000,OpenMP_t16,0.03178,0.064,0.0045896
1000,OpenMP_t16,0.03218,0.064,0.0045896
1000,OpenMP_t16,0.033212,0.064,0.0045896
1000,OpenMP_t16,0.032551,0.064,0.0045896
1000,OpenMP_t16,0.032,0.064,0.0045896
1000,OpenMP_t16,0.03198,0.064,0.0045896
1000,OpenMP_t16,0.031909,0.064,0.0045896
1000,OpenMP_t16,0.031789,0.064,0.0045896
1000,OpenMP_t16,0.032621,0.064,0.0045896
1000,OpenMP_t16,0.03251,0.064,0.0045896
1000,OpenMP_t16,0.035546,0.064,0.0045896
1000,OpenMP_t16,0.03251,0.064,0.0045896
1000,OpenMP_t16,0.03201,0.064,0.0045896
1000,OpenMP_t16,0.031939,0.064,0.0045896
1000,OpenMP_t16,0.031709,0.064,0.0045896
1000,OpenMP_t16,0.03191,0.064,0.0045896
1000,OpenMP_t16,0.03191,0.064,0.0045896
1000,OpenMP_t16,0.03192,0.064,0.0045896
1000,OpenMP_t16,0.032811,0.064,0.0045896
1000,OpenMP_t16,0.0319,0.064,0.0045896
1000,OpenMP_t16,0.033132,0.064,0.0045896
1000,OpenMP_t16,0.032441,0.064,0.0045896
1000,OpenMP_t16,0.033233,0.064,0.0045896
1000,OpenMP_t16,0.033492,0.064,0.0045896
1000,OpenMP_t16,0.032702,0.064,0.0045896
1000,OpenMP_t16,0.033453,0.064,0.0045896
1000,OpenMP_t16,0.033042,0.064,0.0045896
1000,OpenMP_t16,0.031809,0.064,0.0045896
1000,OpenMP_t16,0.03196,0.064,0.0045896
1000,OpenMP_t16,0.03212,0.064,0.0045896
1000,OpenMP_t16,0.03204,0.064,0.0045896
1000,OpenMP_t16,0.032461,0.064,0.0045896
1000,OpenMP_t16,0.032591,0.064,0.0045896
1000,OpenMP_t16,0.032851,0.064,0.0045896
1000,OpenMP_t16,0.03232,0.064,0.0045896
1000,OpenMP_t16,0.033393,0.064,0.0045896
1000,OpenMP_t16,0.033092,0.064,0.0045896
1000,OpenMP_t16,0.033192,0.064,0.0045896
1000,OpenMP_t16,0.031759,0.064,0.0045896
1000,OpenMP_t16,0.03205,0.064,0.0045896
1000,OpenMP_t16,0.03192,0.064,0.0045896
1000,OpenMP_t16,0.03209,0.064,0.0045896
1000,OpenMP_t16,0.032191,0.064,0.0045896
1000,OpenMP_t16,0.032471,0.064,0.0045896
1000,OpenMP_t16,0.033222,0.064,0.0045896
1000,OpenMP_t16,0.03212,0.064,0.0045896
1000,OpenMP_t16,0.033282,0.064,0.0045896
1000,OpenMP_t16,0.032701,0.064,0.0045896
1000,OpenMP_t16,0.03201,0.064,0.0045896
1000,OpenMP_t16,0.033523,0.064,0.0045896
1000,OpenMP_t16,0.03224,0.064,0.0045896
1000,OpenMP_t16,0.032009,0.064,0.0045896
1000,OpenMP_t16,0.03201,0.064,0.0045896
1000,OpenMP_t16,0.032902,0.064,0.0045896
1000,OpenMP_t16,0.03251,0.064,0.0045896
1000,OpenMP_t16,0.033002,0.064,0.0045896
1000,OpenMP_t16,0.031789,0.064,0.0045896
1000,OpenMP_t16,0.032421,0.064,0.0045896
1000,OpenMP_t16,0.033363,0.064,0.0045896
1000,OpenMP_t16,0.031939,0.064,0.0045896
1000,OpenMP_t16,0.032,0.064,0.0045896
1000,OpenMP_t16,0.03215,0.064,0.0045896
1000,OpenMP_t16,0.03176,0.064,0.0045896
1000,OpenMP_t16,0.03193,0.064,0.0045896
1000,OpenMP_t16,0.038943,0.064,0.0045896
1000,OpenMP_t16,0.038031,0.064,0.0045896
1000,OpenMP_t16,0.038011,0.064,0.0045896
1000,OpenMP_t16,0.032341,0.064,0.0045896
1000,OpenMP_t16,0.03183,0.064,0.0045896
1000,OpenMP_t16,0.03206,0.064,0.0045896
1000,OpenMP_t16,0.033784,0.064,0.0045896
1000,OpenMP_t16,0.033192,0.064,0.0045896
1000,OpenMP_t16,0.034064,0.064,0.0045896
1000,OpenMP_t16,0.03195,0.064,0.0045896
1000,OpenMP_t16,0.03214,0.064,0.0045896
1000,OpenMP_t16,0.03216,0.064,0.0045896
1000,OpenMP_t16,0.03208,0.064,0.0045896
1000,OpenMP_t16,0.03219,0.064,0.0045896
1000,OpenMP_t16,0.03203,0.064,0.0045896
1000,OpenMP_t16,0.03217,0.064,0.0045896
1000,OpenMP_t16,0.0324,0.064,0.0045896
1000,OpenMP_t16,0.0321,0.064,0.0045896
1000,OpenMP_t16,0.03225,0.064,0.0045896
1000,OpenMP_t16,0.03241,0.064,0.0045896
1000,OpenMP_t16,0.03181,0.064,0.0045896
1000,OpenMP_t16,0.03211,0.064,0.0045896
1000,OpenMP_t16,0.032521,0.064,0.0045896
1000,OpenMP_t16,0.032511,0.064,0.0045896
1000,OpenMP_t16,0.032772,0.064,0.0045896
1000,OpenMP_t16,0.03229,0.064,0.0045896
1000,OpenMP_t16,0.03243,0.064,0.0045896
1000,OpenMP_t16,0.032431,0.064,0.0045896
1000,OpenMP_t16,0.03194,0.064,0.0045896
1000,OpenMP_t16,0.033573,0.064,0.0045896
1000,OpenMP_t16,0.032781,0.064,0.0045896
1000,OpenMP_t16,0.032711,0.064,0.0045896
1000,OpenMP_t16,0.032632,0.064,0.0045896
1000,OpenMP_t16,0.033061,0.064,0.0045896
1000,OpenMP_t16,0.03228,0.064,0.0045896
1000,OpenMP_t16,0.032211,0.064,0.0045896
1000,OpenMP_t16,0.032821,0.064,0.0045896
1000,OpenMP_t16,0.033061,0.064,0.0045896
1000,OpenMP_t16,0.031789,0.064,0.0045896
1000,OpenMP_t16,0.032451,0.064,0.0045896
1000,OpenMP_t16,0.03202,0.064,0.0045896
1000,OpenMP_t16,0.032411,0.064,0.0045896
1000,OpenMP_t16,0.032932,0.064,0.0045896
1000,OpenMP_t16,0.032711,0.064,0.0045896
1000,OpenMP_t16,0.032161,0.064,0.0045896
1000,OpenMP_t16,0.032681,0.064,0.0045896
1000,OpenMP_t16,0.032381,0.064,0.0045896
1000,OpenMP_t16,0.03217,0.064,0.0045896
1000,OpenMP_t16,0.03211,0.064,0.0045896
1000,OpenMP_t16,0.033122,0.064,0.0045896
1000,OpenMP_t16,0.032781,0.064,0.0045896
1000,OpenMP_t16,0.032211,0.064,0.0045896
1000,OpenMP_t16,0.033523,0.064,0.0045896
1000,OpenMP_t16,0.033252,0.064,0.0045896
1000,OpenMP_t16,0.03222,0.064,0.0045896
1000,OpenMP_t16,0.033672,0.064,0.0045896
1000,OpenMP_t16,0.03228,0.064,0.0045896
1000,OpenMP_t16,0.033042,0.064,0.0045896
1000,OpenMP_t16,0.03168,0.064,0.0045896
1000,OpenMP_t16,0.032,0.064,0.0045896
1000,OpenMP_t16,0.03189,0.064,0.0045896
1000,OpenMP_t16,0.033412,0.064,0.0045896
1000,OpenMP_t16,0.032261,0.064,0.0045896
1000,OpenMP_t16,0.033302,0.064,0.0045896
1000,OpenMP_t16,0.031839,0.064,0.0045896
1000,OpenMP_t16,0.033373,0.064,0.0045896
1000,OpenMP_t16,0.03187,0.064,0.0045896
1000,OpenMP_t16,0.03202,0.064,0.0045896
1000,OpenMP_t16,0.034184,0.064,0.0045896
1000,OpenMP_t16,0.032191,0.064,0.0045896
1000,OpenMP_t16,0.03205,0.064,0.0045896
1000,OpenMP_t16,0.03197,0.064,0.0045896
1000,OpenMP_t16,0.03223,0.064,0.0045896
1000,OpenMP_t16,0.032151,0.064,0.0045896
1000,OpenMP_t16,0.03214,0.064,0.0045896
1000,OpenMP_t16,0.03209,0.064,0.0045896
1000,OpenMP_t16,0.032931,0.064,0.0045896
1000,OpenMP_t16,0.03185,0.064,0.0045896
1000,OpenMP_t16,0.033493,0.064,0.0045896
1000,OpenMP_t16,0.03192,0.064,0.0045896
1000,OpenMP_t16,0.03188,0.064,0.0045896
1000,OpenMP_t16,0.033192,0.064,0.0045896
1000,OpenMP_t16,0.033252,0.064,0.0045896
1000,OpenMP_t16,0.033333,0.064,0.0045896
1000,OpenMP_t16,0.03228,0.064,0.0045896
1000,OpenMP_t16,0.031899,0.064,0.0045896
1000,OpenMP_t16,0.03181,0.064,0.0045896
1000,OpenMP_t16,0.032551,0.064,0.0045896
1000,OpenMP_t16,0.032902,0.064,0.0045896
1000,OpenMP_t16,0.03199,0.064,0.0045896
1000,OpenMP_t16,0.03216,0.064,0.0045896
1000,OpenMP_t16,0.031909,0.064,0.0045896
1000,OpenMP_t16,0.031989,0.064,0.0045896
1000,OpenMP_t16,0.033322,0.064,0.0045896
1000,OpenMP_t16,0.03192,0.064,0.0045896
1000,OpenMP_t16,0.03194,0.064,0.0045896
1000,OpenMP_t16,0.033152,0.064,0.0045896
1000,OpenMP_t16,0.032952,0.064,0.0045896
1000,OpenMP_t16,0.033763,0.064,0.0045896
1000,OpenMP_t16,0.034424,0.064,0.0045896
1000,OpenMP_t16,0.03212,0.064,0.0045896
1000,OpenMP_t16,0.031939,0.064,0.0045896
1000,OpenMP_t16,0.032261,0.064,0.0045896
1000,OpenMP_t16,0.03211,0.064,0.0045896
1000,OpenMP_t16,0.033001,0.064,0.0045896
1000,OpenMP_t16,0.032752,0.064,0.0045896
1000,OpenMP_t16,0.032,0.064,0.0045896
1000,OpenMP_t16,0.03228,0.064,0.0045896
1000,OpenMP_t16,0.032241,0.064,0.0045896
1000,OpenMP_t16,0.03214,0.064,0.0045896
