N,Function,Latency_ms,Estimation,Error
10000,OpenMP_t2,1.53272,0.066,0.0025896
10000,OpenMP_t2,1.52928,0.066,0.0025896
10000,OpenMP_t2,1.53389,0.066,0.0025896
10000,OpenMP_t2,1.53147,0.066,0.0025896
10000,OpenMP_t2,1.53057,0.066,0.0025896
10000,OpenMP_t2,1.55401,0.066,0.0025896
10000,OpenMP_t2,1.57878,0.066,0.0025896
10000,OpenMP_t2,1.53022,0.066,0.0025896
10000,OpenMP_t2,1.53821,0.066,0.0025896
10000,OpenMP_t2,1.5253,0.066,0.0025896
10000,OpenMP_t2,1.53929,0.066,0.0025896
10000,OpenMP_t2,1.5314,0.066,0.0025896
10000,OpenMP_t2,1.53612,0.066,0.0025896
10000,OpenMP_t2,1.53433,0.066,0.0025896
10000,OpenMP_t2,1.5328,0.066,0.0025896
10000,OpenMP_t2,1.52875,0.066,0.0025896
10000,OpenMP_t2,1.53631,0.066,0.0025896
10000,OpenMP_t2,1.5312,0.066,0.0025896
10000,OpenMP_t2,1.57797,0.066,0.0025896
10000,OpenMP_t2,1.57628,0.066,0.0025896
10000,OpenMP_t2,1.55463,0.066,0.0025896
10000,OpenMP_t2,1.53257,0.066,0.0025896
10000,OpenMP_t2,1.58181,0.066,0.0025896
10000,OpenMP_t2,1.53481,0.066,0.0025896
10000,OpenMP_t2,1.53109,0.066,0.0025896
10000,OpenMP_t2,1.53057,0.066,0.0025896
10000,OpenMP_t2,1.53427,0.066,0.0025896
10000,OpenMP_t2,1.52581,0.066,0.0025896
10000,OpenMP_t2,1.53641,0.066,0.0025896
10000,OpenMP_t2,1.53096,0.066,0.0025896
10000,OpenMP_t2,1.53048,0.066,0.0025896
10000,OpenMP_t2,1.52976,0.066,0.0025896
10000,OpenMP_t2,1.52735,0.066,0.0025896
10000,OpenMP_t2,1.53071,0.066,0.0025896
10000,OpenMP_t2,1.52567,0.066,0.0025896
10000,OpenMP_t2,1.53062,0.066,0.0025896
10000,OpenMP_t2,1.53436,0.066,0.0025896
10000,OpenMP_t2,1.52578,0.066,0.0025896
10000,OpenMP_t2,1.52584,0.066,0.0025896
10000,OpenMP_t2,1.53023,0.066,0.0025896
10000,OpenMP_t2,1.53669,0.066,0.0025896
10000,OpenMP_t2,1.53171,0.066,0.0025896
10000,OpenMP_t2,1.53175,0.066,0.0025896
10000,OpenMP_t2,1.53136,0.066,0.0025896
10000,OpenMP_t2,1.53948,0.066,0.0025896
10000,OpenMP_t2,1.53101,0.066,0.0025896
10000,OpenMP_t2,1.53503,0.066,0.0025896
10000,OpenMP_t2,1.53052,0.066,0.0025896
10000,OpenMP_t2,1.52628,0.066,0.0025896
10000,OpenMP_t2,1.5353,0.066,0.0025896
10000,OpenMP_t2,1.53085,0.066,0.0025896
10000,OpenMP_t2,1.52578,0.066,0.0025896
10000,OpenMP_t2,1.55764,0.066,0.0025896
10000,OpenMP_t2,1.59114,0.066,0.0025896
10000,OpenMP_t2,1.52922,0.066,0.0025896
10000,OpenMP_t2,1.52528,0.066,0.0025896
10000,OpenMP_t2,1.52529,0.066,0.0025896
10000,OpenMP_t2,1.5349,0.066,0.0025896
10000,OpenMP_t2,1.52578,0.066,0.0025896
10000,OpenMP_t2,1.53551,0.066,0.0025896
10000,OpenMP_t2,1.52641,0.066,0.0025896
10000,OpenMP_t2,1.53053,0.066,0.0025896
10000,OpenMP_t2,1.53528,0.066,0.0025896
10000,OpenMP_t2,1.52596,0.066,0.0025896
10000,OpenMP_t2,1.53014,0.066,0.0025896
10000,OpenMP_t2,1.53497,0.066,0.0025896
10000,OpenMP_t2,1.52767,0.066,0.0025896
10000,OpenMP_t2,1.55477,0.066,0.0025896
10000,OpenMP_t2,1.61173,0.066,0.0025896
10000,OpenMP_t2,1.53257,0.066,0.0025896
10000,OpenMP_t2,1.53606,0.066,0.0025896
10000,OpenMP_t2,1.53212,0.066,0.0025896
10000,OpenMP_t2,1.53567,0.066,0.0025896
10000,OpenMP_t2,1.55471,0.066,0.0025896
10000,OpenMP_t2,1.58007,0.066,0.0025896
10000,OpenMP_t2,1.52991,0.066,0.0025896
10000,OpenMP_t2,1.53041,0.066,0.0025896
10000,OpenMP_t2,1.53461,0.066,0.0025896
10000,OpenMP_t2,1.59977,0.066,0.0025896
10000,OpenMP_t2,1.59188,0.066,0.0025896
10000,OpenMP_t2,1.54031,0.066,0.0025896
10000,OpenMP_t2,1.53799,0.066,0.0025896
10000,OpenMP_t2,1.53537,0.066,0.0025896
10000,OpenMP_t2,1.59293,0.066,0.0025896
10000,OpenMP_t2,1.57126,0.066,0.0025896
10000,OpenMP_t2,1.53843,0.066,0.0025896
10000,OpenMP_t2,1.53679,0.066,0.0025896
10000,OpenMP_t2,1.53597,0.066,0.0025896
10000,OpenMP_t2,1.56579,0.066,0.0025896
10000,OpenMP_t2,1.57105,0.066,0.0025896
10000,OpenMP_t2,1.53419,0.066,0.0025896
10000,OpenMP_t2,1.55172,0.066,0.0025896
10000,OpenMP_t2,1.59328,0.066,0.0025896
10000,OpenMP_t2,1.55113,0.066,0.0025896
10000,OpenMP_t2,1.5774,0.066,0.0025896
10000,OpenMP_t2,1.52876,0.066,0.0025896
10000,OpenMP_t2,1.54754,0.066,0.0025896
10000,OpenMP_t2,1.5879,0.066,0.0025896
10000,OpenMP_t2,1.55343,0.066,0.0025896
10000,OpenMP_t2,1.57686,0.066,0.0025896
10000,OpenMP_t2,1.534,0.066,0.0025896
10000,OpenMP_t2,1.53189,0.066,0.0025896
10000,OpenMP_t2,1.53452,0.066,0.0025896
10000,OpenMP_t2,1.55762,0.066,0.0025896
10000,OpenMP_t2,1.5834,0.066,0.0025896
10000,OpenMP_t2,1.5799,0.066,0.0025896
10000,OpenMP_t2,1.54044,0.066,0.0025896
10000,OpenMP_t2,1.53097,0.066,0.0025896
10000,OpenMP_t2,1.53703,0.066,0.0025896
10000,OpenMP_t2,1.54744,0.066,0.0025896
10000,OpenMP_t2,1.57778,0.066,0.0025896
10000,OpenMP_t2,1.55539,0.066,0.0025896
10000,OpenMP_t2,1.58224,0.066,0.0025896
10000,OpenMP_t2,1.52917,0.066,0.0025896
10000,OpenMP_t2,1.60064,0.066,0.0025896
10000,OpenMP_t2,1.58483,0.066,0.0025896
10000,OpenMP_t2,1.55568,0.066,0.0025896
10000,OpenMP_t2,1.57626,0.066,0.0025896
10000,OpenMP_t2,1.5298,0.066,0.0025896
10000,OpenMP_t2,1.5978,0.066,0.0025896
10000,OpenMP_t2,1.57387,0.066,0.0025896
10000,OpenMP_t2,1.53213,0.066,0.0025896
10000,OpenMP_t2,1.52967,0.066,0.0025896
10000,OpenMP_t2,1.52885,0.066,0.0025896
10000,OpenMP_t2,1.55499,0.066,0.0025896
10000,OpenMP_t2,1.5705,0.066,0.0025896
10000,OpenMP_t2,1.54221,0.066,0.0025896
10000,OpenMP_t2,1.52767,0.066,0.0025896
10000,OpenMP_t2,1.52959,0.066,0.0025896
10000,OpenMP_t2,1.5499,0.066,0.0025896
10000,OpenMP_t2,1.57663,0.066,0.0025896
10000,OpenMP_t2,1.53077,0.066,0.0025896
10000,OpenMP_t2,1.53413,0.066,0.0025896
10000,OpenMP_t2,1.53153,0.066,0.0025896
10000,OpenMP_t2,1.55695,0.066,0.0025896
10000,OpenMP_t2,1.55278,0.066,0.0025896
10000,OpenMP_t2,1.55478,0.066,0.0025896
10000,OpenMP_t2,1.53208,0.066,0.0025896
10000,OpenMP_t2,1.52876,0.066,0.0025896
10000,OpenMP_t2,1.5341,0.066,0.0025896
10000,OpenMP_t2,1.59517,0.066,0.0025896
10000,OpenMP_t2,1.59182,0.066,0.0025896
10000,OpenMP_t2,1.53641,0.066,0.0025896
10000,OpenMP_t2,1.53125,0.066,0.0025896
10000,OpenMP_t2,1.52988,0.066,0.0025896
10000,OpenMP_t2,1.53039,0.066,0.0025896
10000,OpenMP_t2,1.57511,0.066,0.0025896
10000,OpenMP_t2,1.55655,0.066,0.0025896
10000,OpenMP_t2,1.57821,0.066,0.0025896
10000,OpenMP_t2,1.53328,0.066,0.0025896
10000,OpenMP_t2,1.56019,0.066,0.0025896
10000,OpenMP_t2,1.57844,0.066,0.0025896
10000,OpenMP_t2,1.55359,0.066,0.0025896
10000,OpenMP_t2,1.58019,0.066,0.0025896
10000,OpenMP_t2,1.57681,0.066,0.0025896
10000,OpenMP_t2,1.55363,0.066,0.0025896
10000,OpenMP_t2,1.58323,0.066,0.0025896
10000,OpenMP_t2,1.53174,0.066,0.0025896
10000,OpenMP_t2,1.53271,0.066,0.0025896
10000,OpenMP_t2,1.52824,0.066,0.0025896
10000,OpenMP_t2,1.55183,0.066,0.0025896
10000,OpenMP_t2,1.58238,0.066,0.0025896
10000,OpenMP_t2,1.53236,0.066,0.0025896
10000,OpenMP_t2,1.53318,0.066,0.0025896
10000,OpenMP_t2,1.53213,0.066,0.0025896
10000,OpenMP_t2,1.55449,0.066,0.0025896
10000,OpenMP_t2,1.61096,0.066,0.0025896
10000,OpenMP_t2,1.53964,0.066,0.0025896
10000,OpenMP_t2,1.57624,0.066,0.0025896
10000,OpenMP_t2,1.57767,0.066,0.0025896
10000,OpenMP_t2,1.53352,0.066,0.0025896
10000,OpenMP_t2,1.53547,0.066,0.0025896
10000,OpenMP_t2,1.57614,0.066,0.0025896
10000,OpenMP_t2,1.55437,0.066,0.0025896
10000,OpenMP_t2,1.6102,0.066,0.0025896
10000,OpenMP_t2,1.57659,0.066,0.0025896
10000,OpenMP_t2,1.5995,0.066,0.0025896
10000,OpenMP_t2,1.58894,0.066,0.0025896
10000,OpenMP_t2,1.53279,0.066,0.0025896
10000,OpenMP_t2,1.53083,0.066,0.0025896
10000,OpenMP_t2,1.53281,0.066,0.0025896
10000,OpenMP_t2,1.55352,0.066,0.0025896
10000,OpenMP_t2,1.56592,0.066,0.0025896
10000,OpenMP_t2,1.53313,0.066,0.0025896
10000,OpenMP_t2,1.53113,0.066,0.0025896
10000,OpenMP_t2,1.52903,0.066,0.0025896
10000,OpenMP_t2,1.557,0.066,0.0025896
10000,OpenMP_t2,1.56774,0.066,0.0025896
10000,OpenMP_t2,1.53235,0.066,0.0025896
10000,OpenMP_t2,1.53023,0.066,0.0025896
10000,OpenMP_t2,1.53944,0.066,0.0025896
10000,OpenMP_t2,1.55566,0.066,0.0025896
10000,OpenMP_t2,1.58047,0.066,0.0025896
10000,OpenMP_t2,1.53929,0.066,0.0025896
10000,OpenMP_t2,1.61385,0.066,0.0025896
10000,OpenMP_t2,1.58479,0.066,0.0025896
10000,OpenMP_t2,1.61184,0.066,0.0025896
10000,OpenMP_t2,1.57018,0.066,0.0025896
10000,OpenMP_t2,1.53375,0.066,0.0025896
10000,OpenMP_t2,1.53143,0.066,0.0025896
10000,OpenMP_t2,1.53598,0.066,0.0025896
10000,OpenMP_t2,1.55479,0.066,0.0025896
10000,OpenMP_t2,1.5679,0.066,0.0025896
10000,OpenMP_t2,1.52615,0.066,0.0025896
10000,OpenMP_t2,1.57315,0.066,0.0025896
10000,OpenMP_t2,1.52678,0.066,0.0025896
10000,OpenMP_t2,1.58446,0.066,0.0025896
10000,OpenMP_t2,1.53042,0.066,0.0025896
10000,OpenMP_t2,1.57596,0.066,0.0025896
10000,OpenMP_t2,1.53471,0.066,0.0025896
10000,OpenMP_t2,1.58699,0.066,0.0025896
10000,OpenMP_t2,1.58079,0.066,0.0025896
10000,OpenMP_t2,1.57703,0.066,0.0025896
10000,OpenMP_t2,1.58688,0.066,0.0025896
10000,OpenMP_t2,1.53137,0.066,0.0025896
10000,OpenMP_t2,1.53184,0.066,0.0025896
10000,OpenMP_t2,1.53308,0.066,0.0025896
10000,OpenMP_t2,1.56026,0.066,0.0025896
10000,OpenMP_t2,1.56609,0.066,0.0025896
10000,OpenMP_t2,1.53293,0.066,0.0025896
10000,OpenMP_t2,1.53036,0.066,0.0025896
10000,OpenMP_t2,1.52838,0.066,0.0025896
10000,OpenMP_t2,1.56504,0.066,0.0025896
10000,OpenMP_t2,1.57115,0.066,0.0025896
10000,OpenMP_t2,1.53283,0.066,0.0025896
10000,OpenMP_t2,1.52958,0.066,0.0025896
10000,OpenMP_t2,1.53511,0.066,0.0025896
10000,OpenMP_t2,1.56571,0.066,0.0025896
10000,OpenMP_t2,1.62081,0.066,0.0025896
10000,OpenMP_t2,1.53567,0.066,0.0025896
10000,OpenMP_t2,1.53111,0.066,0.0025896
10000,OpenMP_t2,1.52935,0.066,0.0025896
10000,OpenMP_t2,1.56994,0.066,0.0025896
10000,OpenMP_t2,1.58347,0.066,0.0025896
10000,OpenMP_t2,1.53888,0.066,0.0025896
10000,OpenMP_t2,1.53225,0.066,0.0025896
10000,OpenMP_t2,1.53034,0.066,0.0025896
10000,OpenMP_t2,1.55701,0.066,0.0025896
10000,OpenMP_t2,1.57161,0.066,0.0025896
10000,OpenMP_t2,1.58348,0.066,0.0025896
10000,OpenMP_t2,1.53967,0.066,0.0025896
10000,OpenMP_t2,1.52971,0.066,0.0025896
10000,OpenMP_t2,1.55812,0.066,0.0025896
10000,OpenMP_t2,1.57286,0.066,0.0025896
10000,OpenMP_t2,1.53009,0.066,0.0025896
10000,OpenMP_t2,1.53255,0.066,0.0025896
10000,OpenMP_t2,1.53449,0.066,0.0025896
10000,OpenMP_t2,1.53976,0.066,0.0025896
10000,OpenMP_t2,1.6003,0.066,0.0025896
10000,OpenMP_t2,1.52859,0.066,0.0025896
10000,OpenMP_t2,1.53359,0.066,0.0025896
10000,OpenMP_t2,1.52954,0.066,0.0025896
10000,OpenMP_t2,1.52892,0.066,0.0025896
10000,OpenMP_t2,1.60802,0.066,0.0025896
10000,OpenMP_t2,1.58177,0.066,0.0025896
10000,OpenMP_t2,1.53324,0.066,0.0025896
10000,OpenMP_t2,1.53079,0.066,0.0025896
10000,OpenMP_t2,1.53101,0.066,0.0025896
10000,OpenMP_t2,1.56418,0.066,0.0025896
10000,OpenMP_t2,1.5816,0.066,0.0025896
10000,OpenMP_t2,1.53444,0.066,0.0025896
10000,OpenMP_t2,1.53052,0.066,0.0025896
10000,OpenMP_t2,1.53443,0.066,0.0025896
10000,OpenMP_t2,1.5615,0.066,0.0025896
10000,OpenMP_t2,1.571,0.066,0.0025896
10000,OpenMP_t2,1.53182,0.066,0.0025896
10000,OpenMP_t2,1.52882,0.066,0.0025896
10000,OpenMP_t2,1.53021,0.066,0.0025896
10000,OpenMP_t2,1.57154,0.066,0.0025896
10000,OpenMP_t2,1.57058,0.066,0.0025896
10000,OpenMP_t2,1.5367,0.066,0.0025896
10000,OpenMP_t2,1.53851,0.066,0.0025896
10000,OpenMP_t2,1.52853,0.066,0.0025896
10000,OpenMP_t2,1.58771,0.066,0.0025896
10000,OpenMP_t2,1.5732,0.066,0.0025896
10000,OpenMP_t2,1.53428,0.066,0.0025896
10000,OpenMP_t2,1.53336,0.066,0.0025896
10000,OpenMP_t2,1.53133,0.066,0.0025896
10000,OpenMP_t2,1.54107,0.066,0.0025896
10000,OpenMP_t2,1.59919,0.066,0.0025896
10000,OpenMP_t2,1.59294,0.066,0.0025896
10000,OpenMP_t2,1.57602,0.066,0.0025896
10000,OpenMP_t2,1.57405,0.066,0.0025896
10000,OpenMP_t2,1.53302,0.066,0.0025896
10000,OpenMP_t2,1.63669,0.066,0.0025896
10000,OpenMP_t2,1.58564,0.066,0.0025896
10000,OpenMP_t2,1.53317,0.066,0.0025896
10000,OpenMP_t2,1.52891,0.066,0.0025896
10000,OpenMP_t2,1.53107,0.066,0.0025896
10000,OpenMP_t2,1.53315,0.066,0.0025896
10000,OpenMP_t2,1.52928,0.066,0.0025896
10000,OpenMP_t2,1.53297,0.066,0.0025896
10000,OpenMP_t2,1.53009,0.066,0.0025896
10000,OpenMP_t2,1.52922,0.066,0.0025896
10000,OpenMP_t2,1.53448,0.066,0.0025896
10000,OpenMP_t2,1.52818,0.066,0.0025896
10000,OpenMP_t2,1.53905,0.066,0.0025896
10000,OpenMP_t2,1.53404,0.066,0.0025896
10000,OpenMP_t2,1.53044,0.066,0.0025896
10000,OpenMP_t2,1.54316,0.066,0.0025896
10000,OpenMP_t2,1.52983,0.066,0.0025896
10000,OpenMP_t2,1.53238,0.066,0.0025896
10000,OpenMP_t2,1.53465,0.066,0.0025896
10000,OpenMP_t2,1.53998,0.066,0.0025896
10000,OpenMP_t2,1.55719,0.066,0.0025896
10000,OpenMP_t2,1.57853,0.066,0.0025896
10000,OpenMP_t2,1.53351,0.066,0.0025896
10000,OpenMP_t2,1.53425,0.066,0.0025896
10000,OpenMP_t2,1.53353,0.066,0.0025896
10000,OpenMP_t2,1.53384,0.066,0.0025896
10000,OpenMP_t2,1.53614,0.066,0.0025896
10000,OpenMP_t2,1.52892,0.066,0.0025896
10000,OpenMP_t2,1.53239,0.066,0.0025896
10000,OpenMP_t2,1.52907,0.066,0.0025896
10000,OpenMP_t2,1.53439,0.066,0.0025896
10000,OpenMP_t2,1.563,0.066,0.0025896
10000,OpenMP_t2,1.56945,0.066,0.0025896
10000,OpenMP_t2,1.55511,0.066,0.0025896
10000,OpenMP_t2,1.56482,0.066,0.0025896
10000,OpenMP_t2,1.58528,0.066,0.0025896
10000,OpenMP_t2,1.55587,0.066,0.0025896
10000,OpenMP_t2,1.62291,0.066,0.0025896
10000,OpenMP_t2,1.55988,0.066,0.0025896
10000,OpenMP_t2,1.5279,0.066,0.0025896
10000,OpenMP_t2,1.61853,0.066,0.0025896
10000,OpenMP_t2,1.53904,0.066,0.0025896
10000,OpenMP_t2,1.53408,0.066,0.0025896
10000,OpenMP_t2,1.53209,0.066,0.0025896
10000,OpenMP_t2,1.53698,0.066,0.0025896
10000,OpenMP_t2,1.53922,0.066,0.0025896
10000,OpenMP_t2,1.53931,0.066,0.0025896
10000,OpenMP_t2,1.5306,0.066,0.0025896
10000,OpenMP_t2,1.5288,0.066,0.0025896
10000,OpenMP_t2,1.53652,0.066,0.0025896
10000,OpenMP_t2,1.53099,0.066,0.0025896
10000,OpenMP_t2,1.53217,0.066,0.0025896
10000,OpenMP_t2,1.53926,0.066,0.0025896
10000,OpenMP_t2,1.5292,0.066,0.0025896
10000,OpenMP_t2,1.57459,0.066,0.0025896
10000,OpenMP_t2,1.52997,0.066,0.0025896
10000,OpenMP_t2,1.54276,0.066,0.0025896
10000,OpenMP_t2,1.60899,0.066,0.0025896
10000,OpenMP_t2,1.54236,0.066,0.0025896
10000,OpenMP_t2,1.53391,0.066,0.0025896
10000,OpenMP_t2,1.53146,0.066,0.0025896
10000,OpenMP_t2,1.52919,0.066,0.0025896
10000,OpenMP_t2,1.53484,0.066,0.0025896
10000,OpenMP_t2,1.52894,0.066,0.0025896
10000,OpenMP_t2,1.53326,0.066,0.0025896
10000,OpenMP_t2,1.53523,0.066,0.0025896
10000,OpenMP_t2,1.52851,0.066,0.0025896
10000,OpenMP_t2,1.53814,0.066,0.0025896
10000,OpenMP_t2,1.52868,0.066,0.0025896
10000,OpenMP_t2,1.53725,0.066,0.0025896
10000,OpenMP_t2,1.53368,0.066,0.0025896
10000,OpenMP_t2,1.52849,0.066,0.0025896
10000,OpenMP_t2,1.53418,0.066,0.0025896
10000,OpenMP_t2,1.52783,0.066,0.0025896
10000,OpenMP_t2,1.52947,0.066,0.0025896
10000,OpenMP_t2,1.54004,0.066,0.0025896
10000,OpenMP_t2,1.52969,0.066,0.0025896
10000,OpenMP_t2,1.53853,0.066,0.0025896
10000,OpenMP_t2,1.53141,0.066,0.0025896
10000,OpenMP_t2,1.52882,0.066,0.0025896
10000,OpenMP_t2,1.53423,0.066,0.0025896
10000,OpenMP_t2,1.53501,0.066,0.0025896
10000,OpenMP_t2,1.53391,0.066,0.0025896
10000,OpenMP_t2,1.5352,0.066,0.0025896
10000,OpenMP_t2,1.53423,0.066,0.0025896
10000,OpenMP_t2,1.53798,0.066,0.0025896
10000,OpenMP_t2,1.52905,0.066,0.0025896
10000,OpenMP_t2,1.53301,0.066,0.0025896
10000,OpenMP_t2,1.53377,0.066,0.0025896
10000,OpenMP_t2,1.52922,0.066,0.0025896
10000,OpenMP_t2,1.53336,0.066,0.0025896
10000,OpenMP_t2,1.52913,0.066,0.0025896
10000,OpenMP_t2,1.53025,0.066,0.0025896
10000,OpenMP_t2,1.53865,0.066,0.0025896
10000,OpenMP_t2,1.53048,0.066,0.0025896
10000,OpenMP_t2,1.53803,0.066,0.0025896
10000,OpenMP_t2,1.53279,0.066,0.0025896
10000,OpenMP_t2,1.5294,0.066,0.0025896
10000,OpenMP_t2,1.56266,0.066,0.0025896
10000,OpenMP_t2,1.58378,0.066,0.0025896
10000,OpenMP_t2,1.52969,0.066,0.0025896
10000,OpenMP_t2,1.53465,0.066,0.0025896
10000,OpenMP_t2,1.53453,0.066,0.0025896
10000,OpenMP_t2,1.53425,0.066,0.0025896
10000,OpenMP_t2,1.5315,0.066,0.0025896
10000,OpenMP_t2,1.52856,0.066,0.0025896
10000,OpenMP_t2,1.5341,0.066,0.0025896
10000,OpenMP_t2,1.52931,0.066,0.0025896
10000,OpenMP_t2,1.5385,0.066,0.0025896
10000,OpenMP_t2,1.52917,0.066,0.0025896
10000,OpenMP_t2,1.57464,0.066,0.0025896
10000,OpenMP_t2,1.5325,0.066,0.0025896
10000,OpenMP_t2,1.53181,0.066,0.0025896
10000,OpenMP_t2,1.52977,0.066,0.0025896
10000,OpenMP_t2,1.53353,0.066,0.0025896
10000,OpenMP_t2,1.53273,0.066,0.0025896
10000,OpenMP_t2,1.53312,0.066,0.0025896
10000,OpenMP_t2,1.53848,0.066,0.0025896
10000,OpenMP_t2,1.52905,0.066,0.0025896
10000,OpenMP_t2,1.53668,0.066,0.0025896
10000,OpenMP_t2,1.53221,0.066,0.0025896
10000,OpenMP_t2,1.52958,0.066,0.0025896
10000,OpenMP_t2,1.53469,0.066,0.0025896
10000,OpenMP_t2,1.52952,0.066,0.0025896
10000,OpenMP_t2,1.53373,0.066,0.0025896
10000,OpenMP_t2,1.53198,0.066,0.0025896
10000,OpenMP_t2,1.52981,0.066,0.0025896
10000,OpenMP_t2,1.53301,0.066,0.0025896
10000,OpenMP_t2,1.53104,0.066,0.0025896
10000,OpenMP_t2,1.53345,0.066,0.0025896
10000,OpenMP_t2,1.5358,0.066,0.0025896
10000,OpenMP_t2,1.53195,0.066,0.0025896
10000,OpenMP_t2,1.56179,0.066,0.0025896
10000,OpenMP_t2,1.57645,0.066,0.0025896
10000,OpenMP_t2,1.53113,0.066,0.0025896
10000,OpenMP_t2,1.52938,0.066,0.0025896
10000,OpenMP_t2,1.53263,0.066,0.0025896
10000,OpenMP_t2,1.53425,0.066,0.0025896
10000,OpenMP_t2,1.53126,0.066,0.0025896
10000,OpenMP_t2,1.52801,0.066,0.0025896
10000,OpenMP_t2,1.53456,0.066,0.0025896
10000,OpenMP_t2,1.53337,0.066,0.0025896
10000,OpenMP_t2,1.53985,0.066,0.0025896
10000,OpenMP_t2,1.53236,0.066,0.0025896
10000,OpenMP_t2,1.53706,0.066,0.0025896
10000,OpenMP_t2,1.53086,0.066,0.0025896
10000,OpenMP_t2,1.52685,0.066,0.0025896
10000,OpenMP_t2,1.53416,0.066,0.0025896
10000,OpenMP_t2,1.53109,0.066,0.0025896
10000,OpenMP_t2,1.53091,0.066,0.0025896
10000,OpenMP_t2,1.53616,0.066,0.0025896
10000,OpenMP_t2,1.53129,0.066,0.0025896
10000,OpenMP_t2,1.52584,0.066,0.0025896
10000,OpenMP_t2,1.53926,0.066,0.0025896
10000,OpenMP_t2,1.52496,0.066,0.0025896
10000,OpenMP_t2,1.53695,0.066,0.0025896
10000,OpenMP_t2,1.52545,0.066,0.0025896
10000,OpenMP_t2,1.52972,0.066,0.0025896
10000,OpenMP_t2,1.52951,0.066,0.0025896
10000,OpenMP_t2,1.52951,0.066,0.0025896
10000,OpenMP_t2,1.52956,0.066,0.0025896
10000,OpenMP_t2,1.54816,0.066,0.0025896
10000,OpenMP_t2,1.52622,0.066,0.0025896
10000,OpenMP_t2,1.53868,0.066,0.0025896
10000,OpenMP_t2,1.53078,0.066,0.0025896
10000,OpenMP_t2,1.5313,0.066,0.0025896
10000,OpenMP_t2,1.52872,0.066,0.0025896
10000,OpenMP_t2,1.53057,0.066,0.0025896
10000,OpenMP_t2,1.52918,0.066,0.0025896
10000,OpenMP_t2,1.52568,0.066,0.0025896
10000,OpenMP_t2,1.53047,0.066,0.0025896
10000,OpenMP_t2,1.52978,0.066,0.0025896
10000,OpenMP_t2,1.52461,0.066,0.0025896
10000,OpenMP_t2,1.52897,0.066,0.0025896
10000,OpenMP_t2,1.53613,0.066,0.0025896
10000,OpenMP_t2,1.53301,0.066,0.0025896
10000,OpenMP_t2,1.5313,0.066,0.0025896
10000,OpenMP_t2,1.52575,0.066,0.0025896
10000,OpenMP_t2,1.53012,0.066,0.0025896
10000,OpenMP_t2,1.52939,0.066,0.0025896
10000,OpenMP_t2,1.53613,0.066,0.0025896
10000,OpenMP_t2,1.52598,0.066,0.0025896
10000,OpenMP_t2,1.53464,0.066,0.0025896
10000,OpenMP_t2,1.57475,0.066,0.0025896
10000,OpenMP_t2,1.52759,0.066,0.0025896
10000,OpenMP_t2,1.53595,0.066,0.0025896
10000,OpenMP_t2,1.52499,0.066,0.0025896
10000,OpenMP_t2,1.53213,0.066,0.0025896
10000,OpenMP_t2,1.52506,0.066,0.0025896
10000,OpenMP_t2,1.52822,0.066,0.0025896
10000,OpenMP_t2,1.52585,0.066,0.0025896
10000,OpenMP_t2,1.53634,0.066,0.0025896
10000,OpenMP_t2,1.53246,0.066,0.0025896
10000,OpenMP_t2,1.52658,0.066,0.0025896
10000,OpenMP_t2,1.52684,0.066,0.0025896
10000,OpenMP_t2,1.52997,0.066,0.0025896
10000,OpenMP_t2,1.53028,0.066,0.0025896
10000,OpenMP_t2,1.53823,0.066,0.0025896
10000,OpenMP_t2,1.52588,0.066,0.0025896
10000,OpenMP_t2,1.52713,0.066,0.0025896
10000,OpenMP_t2,1.52956,0.066,0.0025896
10000,OpenMP_t2,1.52729,0.066,0.0025896
10000,OpenMP_t2,1.53495,0.066,0.0025896
10000,OpenMP_t2,1.5248,0.066,0.0025896
10000,OpenMP_t2,1.53134,0.066,0.0025896
10000,OpenMP_t2,1.53019,0.066,0.0025896
10000,OpenMP_t2,1.53254,0.066,0.0025896
10000,OpenMP_t2,1.53256,0.066,0.0025896
10000,OpenMP_t2,1.55461,0.066,0.0025896
10000,OpenMP_t2,1.57057,0.066,0.0025896
10000,OpenMP_t2,1.55666,0.066,0.0025896
10000,OpenMP_t2,1.53619,0.066,0.0025896
10000,OpenMP_t2,1.57869,0.066,0.0025896
10000,OpenMP_t2,1.59442,0.066,0.0025896
10000,OpenMP_t2,1.57805,0.066,0.0025896
10000,OpenMP_t2,1.53503,0.066,0.0025896
10000,OpenMP_t2,1.59677,0.066,0.0025896
10000,OpenMP_t2,1.57471,0.066,0.0025896
10000,OpenMP_t2,1.55076,0.066,0.0025896
10000,OpenMP_t2,1.58721,0.066,0.0025896
10000,OpenMP_t2,1.52879,0.066,0.0025896
10000,OpenMP_t2,1.55338,0.066,0.0025896
10000,OpenMP_t2,1.57149,0.066,0.0025896
10000,OpenMP_t2,1.54174,0.066,0.0025896
10000,OpenMP_t2,1.52544,0.066,0.0025896
10000,OpenMP_t2,1.52524,0.066,0.0025896
10000,OpenMP_t2,1.52955,0.066,0.0025896
10000,OpenMP_t2,1.52621,0.066,0.0025896
10000,OpenMP_t2,1.53892,0.066,0.0025896
10000,OpenMP_t2,1.52892,0.066,0.0025896
10000,OpenMP_t2,1.52547,0.066,0.0025896
10000,OpenMP_t2,1.52888,0.066,0.0025896
10000,OpenMP_t2,1.52768,0.066,0.0025896
